condition,time_s,time_us,R_m,R_um,Rdot_ms,epsilon,rho_m,P_sat_Pa,P_sat_kPa,film_um
T=263K,4.213529630509e-07,4.213530e-01,5.549164738293e-06,5.549165,9.520794,0.001297852,608.811753,2.893814e+05,289.381,44.450835
T=263K,4.313529630509e-07,4.313530e-01,5.644336366405e-06,5.644336,9.517163,0.001367014,608.769748,2.893814e+05,289.381,44.355664
T=263K,4.413529630509e-07,4.413530e-01,5.739477501440e-06,5.739478,9.514114,0.001438562,608.726293,2.893814e+05,289.381,44.260522
T=263K,4.513529630509e-07,4.513530e-01,5.834593412930e-06,5.834593,9.511591,0.001512541,608.681362,2.893814e+05,289.381,44.165407
T=263K,4.613529630509e-07,4.613530e-01,5.929688873740e-06,5.929689,9.509546,0.001588992,608.634930,2.893814e+05,289.381,44.070311
T=263K,4.713529630509e-07,4.713530e-01,6.024768210233e-06,6.024768,9.507934,0.001667960,608.586969,2.893814e+05,289.381,43.975232
T=263K,4.813529630509e-07,4.813530e-01,6.119835346807e-06,6.119835,9.506714,0.001749488,608.537453,2.893814e+05,289.381,43.880165
T=263K,4.913529630509e-07,4.913530e-01,6.214893845482e-06,6.214894,9.505850,0.001833619,608.486356,2.893814e+05,289.381,43.785106
T=263K,5.013529630509e-07,5.013530e-01,6.309946941182e-06,6.309947,9.505310,0.001920398,608.433651,2.893814e+05,289.381,43.690053
T=263K,5.113529630509e-07,5.113530e-01,6.404997573212e-06,6.404998,9.505063,0.002009866,608.379313,2.893814e+05,289.381,43.595002
T=263K,5.213529630509e-07,5.213530e-01,6.500048413407e-06,6.500048,9.505084,0.002102069,608.323314,2.893814e+05,289.381,43.499952
T=263K,5.313529630509e-07,5.313530e-01,6.595101891333e-06,6.595102,9.505348,0.002197049,608.265628,2.893814e+05,289.381,43.404898
T=263K,5.413529630509e-07,5.413530e-01,6.690160216891e-06,6.690160,9.505833,0.002294851,608.206228,2.893814e+05,289.381,43.309840
T=263K,5.513529630509e-07,5.513530e-01,6.785225400621e-06,6.785225,9.506518,0.002395519,608.145088,2.893814e+05,289.381,43.214775
T=263K,5.613529630509e-07,5.613530e-01,6.880299271966e-06,6.880299,9.507387,0.002499095,608.082181,2.893814e+05,289.381,43.119701
T=263K,5.713529630509e-07,5.713530e-01,6.975383495720e-06,6.975383,9.508422,0.002605625,608.017480,2.893814e+05,289.381,43.024617
T=263K,5.813529630509e-07,5.813530e-01,7.070479586869e-06,7.070480,9.509609,0.002715153,607.950959,2.893814e+05,289.381,42.929520
T=263K,5.913529630509e-07,5.913530e-01,7.165588923990e-06,7.165589,9.510934,0.002827721,607.882591,2.893814e+05,289.381,42.834411
T=263K,6.013529630509e-07,6.013530e-01,7.260712761364e-06,7.260713,9.512384,0.002943375,607.812348,2.893814e+05,289.381,42.739287
T=263K,6.113529630509e-07,6.113530e-01,7.355852239949e-06,7.355852,9.513948,0.003062159,607.740205,2.893814e+05,289.381,42.644148
T=263K,6.213529630509e-07,6.213530e-01,7.451008397320e-06,7.451008,9.515616,0.003184117,607.666135,2.893814e+05,289.381,42.548992
T=263K,6.313529630509e-07,6.313530e-01,7.546182176686e-06,7.546182,9.517378,0.003309292,607.590110,2.893814e+05,289.381,42.453818
T=263K,6.413529630509e-07,6.413530e-01,7.641374435083e-06,7.641374,9.519226,0.003437731,607.512103,2.893814e+05,289.381,42.358626
T=263K,6.513529630509e-07,6.513530e-01,7.736585950817e-06,7.736586,9.521152,0.003569476,607.432088,2.893814e+05,289.381,42.263414
T=263K,6.613529630509e-07,6.613530e-01,7.831817430250e-06,7.831817,9.523148,0.003704572,607.350038,2.893814e+05,289.381,42.168183
T=263K,6.713529630509e-07,6.713530e-01,7.927069513963e-06,7.927070,9.525208,0.003843064,607.265925,2.893814e+05,289.381,42.072930
T=263K,6.813529630509e-07,6.813530e-01,8.022342782390e-06,8.022343,9.527327,0.003984997,607.179722,2.893814e+05,289.381,41.977657
T=263K,6.913529630509e-07,6.913530e-01,8.117637760951e-06,8.117638,9.529498,0.004130414,607.091403,2.893814e+05,289.381,41.882362
T=263K,7.013529630509e-07,7.013530e-01,8.212954924743e-06,8.212955,9.531716,0.004279362,607.000941,2.893814e+05,289.381,41.787045
T=263K,7.113529630509e-07,7.113530e-01,8.308294702824e-06,8.308295,9.533978,0.004431883,606.908307,2.893814e+05,289.381,41.691705
T=263K,7.213529630509e-07,7.213530e-01,8.403657482135e-06,8.403657,9.536278,0.004588024,606.813475,2.893814e+05,289.381,41.596343
T=263K,7.313529630509e-07,7.313530e-01,8.499043611089e-06,8.499044,9.538613,0.004747828,606.716418,2.893814e+05,289.381,41.500956
T=263K,7.413529630509e-07,7.413530e-01,8.594453402857e-06,8.594453,9.540979,0.004911342,606.617109,2.893814e+05,289.381,41.405547
T=263K,7.513529630509e-07,7.513530e-01,8.689887138380e-06,8.689887,9.543374,0.005078609,606.515520,2.893814e+05,289.381,41.310113
T=263K,7.613529630509e-07,7.613530e-01,8.785345069136e-06,8.785345,9.545793,0.005249675,606.411623,2.893814e+05,289.381,41.214655
T=263K,7.713529630509e-07,7.713530e-01,8.880827419670e-06,8.880827,9.548235,0.005424584,606.305393,2.893814e+05,289.381,41.119173
T=263K,7.813529630509e-07,7.813530e-01,8.976334389931e-06,8.976334,9.550697,0.005603383,606.196800,2.893814e+05,289.381,41.023666
T=263K,7.913529630509e-07,7.913530e-01,9.071866157408e-06,9.071866,9.553177,0.005786115,606.085818,2.893814e+05,289.381,40.928134
T=263K,8.013529630509e-07,8.013530e-01,9.167422879095e-06,9.167423,9.555672,0.005972826,605.972419,2.893814e+05,289.381,40.832577
T=263K,8.113529630509e-07,8.113530e-01,9.263004693306e-06,9.263005,9.558181,0.006163562,605.856576,2.893814e+05,289.381,40.736995
T=263K,8.213529630509e-07,8.213530e-01,9.358611721340e-06,9.358612,9.560703,0.006358368,605.738262,2.893814e+05,289.381,40.641388
T=263K,8.313529630509e-07,8.313530e-01,9.454244069013e-06,9.454244,9.563235,0.006557288,605.617448,2.893814e+05,289.381,40.545756
T=263K,8.413529630509e-07,8.413530e-01,9.549901828069e-06,9.549902,9.565776,0.006760369,605.494107,2.893814e+05,289.381,40.450098
T=263K,8.513529630509e-07,8.513530e-01,9.645585077488e-06,9.645585,9.568325,0.006967656,605.368212,2.893814e+05,289.381,40.354415
T=263K,8.613529630509e-07,8.613530e-01,9.741293884682e-06,9.741294,9.570881,0.007179194,605.239735,2.893814e+05,289.381,40.258706
T=263K,8.713529630509e-07,8.713530e-01,9.837028306603e-06,9.837028,9.573442,0.007395030,605.108648,2.893814e+05,289.381,40.162972
T=263K,8.813529630509e-07,8.813530e-01,9.932788390768e-06,9.932788,9.576008,0.007615208,604.974923,2.893814e+05,289.381,40.067212
T=263K,8.913529630509e-07,8.913530e-01,1.002857417620e-05,10.028574,9.578579,0.007839774,604.838533,2.893814e+05,289.381,39.971426
T=263K,9.013529630509e-07,9.013530e-01,1.012438569428e-05,10.124386,9.581152,0.008068774,604.699451,2.893814e+05,289.381,39.875614
T=263K,9.113529630509e-07,9.113530e-01,1.022022296961e-05,10.220223,9.583728,0.008302254,604.557647,2.893814e+05,289.381,39.779777
T=263K,9.213529630509e-07,9.213530e-01,1.031608602067e-05,10.316086,9.586305,0.008540260,604.413095,2.893814e+05,289.381,39.683914
T=263K,9.313529630509e-07,9.313530e-01,1.041197486058e-05,10.411975,9.588884,0.008782838,604.265766,2.893814e+05,289.381,39.588025
T=263K,9.413529630509e-07,9.413530e-01,1.050788949768e-05,10.507889,9.591464,0.009030033,604.115633,2.893814e+05,289.381,39.492111
T=263K,9.513529630509e-07,9.513530e-01,1.060382993617e-05,10.603830,9.594044,0.009281891,603.962667,2.893814e+05,289.381,39.396170
T=263K,9.613529630509e-07,9.613530e-01,1.069979617661e-05,10.699796,9.596624,0.009538460,603.806841,2.893814e+05,289.381,39.300204
T=263K,9.713529630509e-07,9.713530e-01,1.079578821642e-05,10.795788,9.599204,0.009799784,603.648126,2.893814e+05,289.381,39.204212
T=263K,9.813529630509e-07,9.813530e-01,1.089180605038e-05,10.891806,9.601783,0.010065910,603.486495,2.893814e+05,289.381,39.108194
T=263K,9.913529630509e-07,9.913530e-01,1.098784967102e-05,10.987850,9.604362,0.010336885,603.321919,2.893814e+05,289.381,39.012150
T=263K,1.001352963051e-06,1.001353e+00,1.108391906907e-05,11.083919,9.606940,0.010612754,603.154371,2.893814e+05,289.381,38.916081
T=263K,1.011352963051e-06,1.011353e+00,1.118001423374e-05,11.180014,9.609516,0.010893565,602.983821,2.893814e+05,289.381,38.819986
T=263K,1.021352963051e-06,1.021353e+00,1.127613515316e-05,11.276135,9.612092,0.011179363,602.810242,2.893814e+05,289.381,38.723865
T=263K,1.031352963051e-06,1.031353e+00,1.137228181463e-05,11.372282,9.614666,0.011470195,602.633606,2.893814e+05,289.381,38.627718
T=263K,1.041352963051e-06,1.041353e+00,1.146845420492e-05,11.468454,9.617239,0.011766108,602.453884,2.893814e+05,289.381,38.531546
T=263K,1.051352963051e-06,1.051353e+00,1.156465231057e-05,11.564652,9.619811,0.012067148,602.271048,2.893814e+05,289.381,38.435348
T=263K,1.061352963051e-06,1.061353e+00,1.166087611810e-05,11.660876,9.622381,0.012373362,602.085070,2.893814e+05,289.381,38.339124
T=263K,1.071352963051e-06,1.071353e+00,1.175712561427e-05,11.757126,9.624950,0.012684797,601.895921,2.893814e+05,289.381,38.242874
T=263K,1.081352963051e-06,1.081353e+00,1.185340078628e-05,11.853401,9.627517,0.013001500,601.703572,2.893814e+05,289.381,38.146599
T=263K,1.091352963051e-06,1.091353e+00,1.194970162195e-05,11.949702,9.630084,0.013323517,601.507996,2.893814e+05,289.381,38.050298
T=263K,1.101352963051e-06,1.101353e+00,1.204602810997e-05,12.046028,9.632649,0.013650896,601.309163,2.893814e+05,289.381,37.953972
T=263K,1.111352963051e-06,1.111353e+00,1.214238023997e-05,12.142380,9.635213,0.013983684,601.107045,2.893814e+05,289.381,37.857620
T=263K,1.121352963051e-06,1.121353e+00,1.223875800276e-05,12.238758,9.637776,0.014321928,600.901614,2.893814e+05,289.381,37.761242
T=263K,1.131352963051e-06,1.131353e+00,1.233516139044e-05,12.335161,9.640339,0.014665674,600.692840,2.893814e+05,289.381,37.664839
T=263K,1.141352963051e-06,1.141353e+00,1.243159039652e-05,12.431590,9.642901,0.015014971,600.480696,2.893814e+05,289.381,37.568410
T=263K,1.151352963051e-06,1.151353e+00,1.252804501607e-05,12.528045,9.645462,0.015369865,600.265151,2.893814e+05,289.381,37.471955
T=263K,1.161352963051e-06,1.161353e+00,1.262452524584e-05,12.624525,9.648023,0.015730405,600.046179,2.893814e+05,289.381,37.375475
T=263K,1.171352963051e-06,1.171353e+00,1.272103108432e-05,12.721031,9.650584,0.016096637,599.823748,2.893814e+05,289.381,37.278969
T=263K,1.181352963051e-06,1.181353e+00,1.281756253188e-05,12.817563,9.653145,0.016468609,599.597832,2.893814e+05,289.381,37.182437
T=263K,1.191352963051e-06,1.191353e+00,1.291411959085e-05,12.914120,9.655706,0.016846369,599.368400,2.893814e+05,289.381,37.085880
T=263K,1.201352963051e-06,1.201353e+00,1.301070226559e-05,13.010702,9.658267,0.017229965,599.135425,2.893814e+05,289.381,36.989298
T=263K,1.211352963051e-06,1.211353e+00,1.310731056259e-05,13.107311,9.660830,0.017619444,598.898875,2.893814e+05,289.381,36.892689
T=263K,1.221352963051e-06,1.221353e+00,1.320394449051e-05,13.203944,9.663393,0.018014854,598.658724,2.893814e+05,289.381,36.796056
T=263K,1.231352963051e-06,1.231353e+00,1.330060406027e-05,13.300604,9.665957,0.018416244,598.414941,2.893814e+05,289.381,36.699396
T=263K,1.241352963051e-06,1.241353e+00,1.339728928509e-05,13.397289,9.668522,0.018823661,598.167498,2.893814e+05,289.381,36.602711
T=263K,1.251352963051e-06,1.251353e+00,1.349400018056e-05,13.494000,9.671090,0.019237153,597.916364,2.893814e+05,289.381,36.506000
T=263K,1.261352963051e-06,1.261353e+00,1.359073676470e-05,13.590737,9.673658,0.019656768,597.661512,2.893814e+05,289.381,36.409263
T=263K,1.271352963051e-06,1.271353e+00,1.368749905797e-05,13.687499,9.676229,0.020082556,597.402911,2.893814e+05,289.381,36.312501
T=263K,1.281352963051e-06,1.281353e+00,1.378428708334e-05,13.784287,9.678803,0.020514564,597.140532,2.893814e+05,289.381,36.215713
T=263K,1.291352963051e-06,1.291353e+00,1.388110086633e-05,13.881101,9.681378,0.020952841,596.874345,2.893814e+05,289.381,36.118899
T=263K,1.301352963051e-06,1.301353e+00,1.397794043504e-05,13.977940,9.683957,0.021397435,596.604322,2.893814e+05,289.381,36.022060
T=263K,1.311352963051e-06,1.311353e+00,1.407480582017e-05,14.074806,9.686539,0.021848395,596.330433,2.893814e+05,289.381,35.925194
T=263K,1.321352963051e-06,1.321353e+00,1.417169705507e-05,14.171697,9.689123,0.022305770,596.052647,2.893814e+05,289.381,35.828303
T=263K,1.331352963051e-06,1.331353e+00,1.426861417577e-05,14.268614,9.691712,0.022769609,595.770936,2.893814e+05,289.381,35.731386
T=263K,1.341352963051e-06,1.341353e+00,1.436555722098e-05,14.365557,9.694305,0.023239960,595.485270,2.893814e+05,289.381,35.634443
T=263K,1.351352963051e-06,1.351353e+00,1.446252623213e-05,14.462526,9.696901,0.023716872,595.195618,2.893814e+05,289.381,35.537474
T=263K,1.361352963051e-06,1.361353e+00,1.455952125340e-05,14.559521,9.699502,0.024200396,594.901951,2.893814e+05,289.381,35.440479
T=263K,1.371352963051e-06,1.371353e+00,1.465654233171e-05,14.656542,9.702108,0.024690579,594.604240,2.893814e+05,289.381,35.343458
T=263K,1.381352963051e-06,1.381353e+00,1.475358951677e-05,14.753590,9.704719,0.025187471,594.302453,2.893814e+05,289.381,35.246410
T=263K,1.391352963051e-06,1.391353e+00,1.485066286108e-05,14.850663,9.707334,0.025691122,593.996562,2.893814e+05,289.381,35.149337
T=263K,1.401352963051e-06,1.401353e+00,1.494776241994e-05,14.947762,9.709956,0.026201581,593.686536,2.893814e+05,289.381,35.052238
T=263K,1.411352963051e-06,1.411353e+00,1.504488825146e-05,15.044888,9.712583,0.026718898,593.372345,2.893814e+05,289.381,34.955112
T=263K,1.421352963051e-06,1.421353e+00,1.514204041661e-05,15.142040,9.715217,0.027243123,593.053959,2.893814e+05,289.381,34.857960
T=263K,1.431352963051e-06,1.431353e+00,1.523921897918e-05,15.239219,9.717856,0.027774304,592.731347,2.893814e+05,289.381,34.760781
T=263K,1.441352963051e-06,1.441353e+00,1.533642400580e-05,15.336424,9.720503,0.028312493,592.404479,2.893814e+05,289.381,34.663576
T=263K,1.451352963051e-06,1.451353e+00,1.543365556600e-05,15.433656,9.723156,0.028857739,592.073325,2.893814e+05,289.381,34.566344
T=263K,1.461352963051e-06,1.461353e+00,1.553091373214e-05,15.530914,9.725817,0.029410093,591.737855,2.893814e+05,289.381,34.469086
T=263K,1.471352963051e-06,1.471353e+00,1.562819857947e-05,15.628199,9.728485,0.029969604,591.398037,2.893814e+05,289.381,34.371801
T=263K,1.481352963051e-06,1.481353e+00,1.572551018613e-05,15.725510,9.731161,0.030536324,591.053842,2.893814e+05,289.381,34.274490
T=263K,1.491352963051e-06,1.491353e+00,1.582284863315e-05,15.822849,9.733845,0.031110301,590.705238,2.893814e+05,289.381,34.177151
T=263K,1.501352963051e-06,1.501353e+00,1.592021400444e-05,15.920214,9.736537,0.031691588,590.352194,2.893814e+05,289.381,34.079786
T=263K,1.511352963051e-06,1.511353e+00,1.601760638682e-05,16.017606,9.739238,0.032280235,589.994681,2.893814e+05,289.381,33.982394
T=263K,1.521352963051e-06,1.521353e+00,1.611502587001e-05,16.115026,9.741948,0.032876293,589.632667,2.893814e+05,289.381,33.884974
T=263K,1.531352963051e-06,1.531353e+00,1.621247254666e-05,16.212473,9.744668,0.033479812,589.266121,2.893814e+05,289.381,33.787527
T=263K,1.541352963051e-06,1.541353e+00,1.630994651230e-05,16.309947,9.747397,0.034090844,588.895013,2.893814e+05,289.381,33.690053
T=263K,1.551352963051e-06,1.551353e+00,1.640744786541e-05,16.407448,9.750135,0.034709439,588.519310,2.893814e+05,289.381,33.592552
T=263K,1.561352963051e-06,1.561353e+00,1.650497670738e-05,16.504977,9.752884,0.035335650,588.138983,2.893814e+05,289.381,33.495023
T=263K,1.571352963051e-06,1.571353e+00,1.660253314251e-05,16.602533,9.755644,0.035969528,587.753999,2.893814e+05,289.381,33.397467
T=263K,1.581352963051e-06,1.581353e+00,1.670011727805e-05,16.700117,9.758414,0.036611123,587.364327,2.893814e+05,289.381,33.299883
T=263K,1.591352963051e-06,1.591353e+00,1.679772922418e-05,16.797729,9.761195,0.037260489,586.969937,2.893814e+05,289.381,33.202271
T=263K,1.601352963051e-06,1.601353e+00,1.689536909401e-05,16.895369,9.763987,0.037917676,586.570796,2.893814e+05,289.381,33.104631
T=263K,1.611352963051e-06,1.611353e+00,1.699303700359e-05,16.993037,9.766791,0.038582738,586.166873,2.893814e+05,289.381,33.006963
T=263K,1.621352963051e-06,1.621353e+00,1.709073307192e-05,17.090733,9.769607,0.039255724,585.758136,2.893814e+05,289.381,32.909267
T=263K,1.631352963051e-06,1.631353e+00,1.718845742093e-05,17.188457,9.772435,0.039936689,585.344553,2.893814e+05,289.381,32.811543
T=263K,1.641352963051e-06,1.641353e+00,1.728621017552e-05,17.286210,9.775275,0.040625685,584.926094,2.893814e+05,289.381,32.713790
T=263K,1.651352963051e-06,1.651353e+00,1.738399146354e-05,17.383991,9.778129,0.041322763,584.502725,2.893814e+05,289.381,32.616009
T=263K,1.661352963051e-06,1.661353e+00,1.748180141579e-05,17.481801,9.780995,0.042027977,584.074415,2.893814e+05,289.381,32.518199
T=263K,1.671352963051e-06,1.671353e+00,1.757964016603e-05,17.579640,9.783875,0.042741379,583.641132,2.893814e+05,289.381,32.420360
T=263K,1.681352963051e-06,1.681353e+00,1.767750785099e-05,17.677508,9.786768,0.043463023,583.202843,2.893814e+05,289.381,32.322492
T=263K,1.691352963051e-06,1.691353e+00,1.777540461039e-05,17.775405,9.789676,0.044192961,582.759517,2.893814e+05,289.381,32.224595
T=263K,1.701352963051e-06,1.701353e+00,1.787333058689e-05,17.873331,9.792598,0.044931247,582.311121,2.893814e+05,289.381,32.126669
T=263K,1.711352963051e-06,1.711353e+00,1.797128592615e-05,17.971286,9.795534,0.045677934,581.857623,2.893814e+05,289.381,32.028714
T=263K,1.721352963051e-06,1.721353e+00,1.806927077682e-05,18.069271,9.798485,0.046433075,581.398990,2.893814e+05,289.381,31.930729
T=263K,1.731352963051e-06,1.731353e+00,1.816728529053e-05,18.167285,9.801451,0.047196725,580.935189,2.893814e+05,289.381,31.832715
T=263K,1.741352963051e-06,1.741353e+00,1.826532962191e-05,18.265330,9.804433,0.047968937,580.466188,2.893814e+05,289.381,31.734670
T=263K,1.751352963051e-06,1.751353e+00,1.836340392858e-05,18.363404,9.807431,0.048749765,579.991954,2.893814e+05,289.381,31.636596
T=263K,1.761352963051e-06,1.761353e+00,1.846150837119e-05,18.461508,9.810444,0.049539264,579.512454,2.893814e+05,289.381,31.538492
T=263K,1.771352963051e-06,1.771353e+00,1.855964311340e-05,18.559643,9.813474,0.050337487,579.027655,2.893814e+05,289.381,31.440357
T=263K,1.781352963051e-06,1.781353e+00,1.865780832188e-05,18.657808,9.816521,0.051144490,578.537524,2.893814e+05,289.381,31.342192
T=263K,1.791352963051e-06,1.791353e+00,1.875600416633e-05,18.756004,9.819584,0.051960326,578.042028,2.893814e+05,289.381,31.243996
T=263K,1.801352963051e-06,1.801353e+00,1.885423081950e-05,18.854231,9.822665,0.052785051,577.541133,2.893814e+05,289.381,31.145769
T=263K,1.811352963051e-06,1.811353e+00,1.895248845717e-05,18.952488,9.825764,0.053618720,577.034807,2.893814e+05,289.381,31.047512
T=263K,1.821352963051e-06,1.821353e+00,1.905077725820e-05,19.050777,9.828880,0.054461388,576.523014,2.893814e+05,289.381,30.949223
T=263K,1.831352963051e-06,1.831353e+00,1.914909740448e-05,19.149097,9.832015,0.055313111,576.005723,2.893814e+05,289.381,30.850903
T=263K,1.841352963051e-06,1.841353e+00,1.924744908098e-05,19.247449,9.835168,0.056173943,575.482898,2.893814e+05,289.381,30.752551
T=263K,1.851352963051e-06,1.851353e+00,1.934583247577e-05,19.345832,9.838339,0.057043941,574.954507,2.893814e+05,289.381,30.654168
T=263K,1.861352963051e-06,1.861353e+00,1.944424777998e-05,19.444248,9.841530,0.057923161,574.420515,2.893814e+05,289.381,30.555752
T=263K,1.871352963051e-06,1.871353e+00,1.954269518789e-05,19.542695,9.844741,0.058811659,573.880889,2.893814e+05,289.381,30.457305
T=263K,1.881352963051e-06,1.881353e+00,1.964117489683e-05,19.641175,9.847971,0.059709490,573.335593,2.893814e+05,289.381,30.358825
T=263K,1.891352963051e-06,1.891353e+00,1.973968710731e-05,19.739687,9.851221,0.060616712,572.784594,2.893814e+05,289.381,30.260313
T=263K,1.901352963051e-06,1.901353e+00,1.983823202295e-05,19.838232,9.854492,0.061533381,572.227857,2.893814e+05,289.381,30.161768
T=263K,1.911352963051e-06,1.911353e+00,1.993680985052e-05,19.936810,9.857783,0.062459555,571.665348,2.893814e+05,289.381,30.063190
T=263K,1.921352963051e-06,1.921353e+00,2.003542079996e-05,20.035421,9.861095,0.063395289,571.097032,2.893814e+05,289.381,29.964579
T=263K,1.931352963051e-06,1.931353e+00,2.013406508438e-05,20.134065,9.864428,0.064340642,570.522875,2.893814e+05,289.381,29.865935
T=263K,1.941352963051e-06,1.941353e+00,2.023274292008e-05,20.232743,9.867784,0.065295671,569.942840,2.893814e+05,289.381,29.767257
T=263K,1.951352963051e-06,1.951353e+00,2.033145452656e-05,20.331455,9.871161,0.066260434,569.356894,2.893814e+05,289.381,29.668545
T=263K,1.961352963051e-06,1.961353e+00,2.043020012654e-05,20.430200,9.874560,0.067234989,568.765001,2.893814e+05,289.381,29.569800
T=263K,1.971352963051e-06,1.971353e+00,2.052897994599e-05,20.528980,9.877982,0.068219393,568.167125,2.893814e+05,289.381,29.471020
T=263K,1.981352963051e-06,1.981353e+00,2.062779421411e-05,20.627794,9.881427,0.069213705,567.563232,2.893814e+05,289.381,29.372206
T=263K,1.991352963051e-06,1.991353e+00,2.072664316338e-05,20.726643,9.884895,0.070217984,566.953286,2.893814e+05,289.381,29.273357
T=263K,2.001352963051e-06,2.001353e+00,2.082552702955e-05,20.825527,9.888387,0.071232289,566.337251,2.893814e+05,289.381,29.174473
T=263K,2.011352963051e-06,2.011353e+00,2.092444605170e-05,20.924446,9.891902,0.072256678,565.715091,2.893814e+05,289.381,29.075554
T=263K,2.021352963051e-06,2.021353e+00,2.102340047219e-05,21.023400,9.895442,0.073291211,565.086770,2.893814e+05,289.381,28.976600
T=263K,2.031352963051e-06,2.031353e+00,2.112239053675e-05,21.122391,9.899006,0.074335947,564.452252,2.893814e+05,289.381,28.877609
T=263K,2.041352963051e-06,2.041353e+00,2.122141649446e-05,21.221416,9.902596,0.075390946,563.811501,2.893814e+05,289.381,28.778584
T=263K,2.051352963051e-06,2.051353e+00,2.132047859779e-05,21.320479,9.906210,0.076456268,563.164480,2.893814e+05,289.381,28.679521
T=263K,2.061352963051e-06,2.061353e+00,2.141957710258e-05,21.419577,9.909850,0.077531973,562.511153,2.893814e+05,289.381,28.580423
T=263K,2.071352963051e-06,2.071353e+00,2.151871226812e-05,21.518712,9.913517,0.078618122,561.851484,2.893814e+05,289.381,28.481288
T=263K,2.081352963051e-06,2.081353e+00,2.161788435714e-05,21.617884,9.917209,0.079714775,561.185434,2.893814e+05,289.381,28.382116
T=263K,2.091352963051e-06,2.091353e+00,2.171709363582e-05,21.717094,9.920928,0.080821993,560.512968,2.893814e+05,289.381,28.282906
T=263K,2.101352963051e-06,2.101353e+00,2.181634037385e-05,21.816340,9.924674,0.081939838,559.834048,2.893814e+05,289.381,28.183660
T=263K,2.111352963051e-06,2.111353e+00,2.191562484441e-05,21.915625,9.928447,0.083068370,559.148637,2.893814e+05,289.381,28.084375
T=263K,2.121352963051e-06,2.121353e+00,2.201494732424e-05,22.014947,9.932248,0.084207652,558.456697,2.893814e+05,289.381,27.985053
T=263K,2.131352963051e-06,2.131353e+00,2.211430809363e-05,22.114308,9.936077,0.085357746,557.758190,2.893814e+05,289.381,27.885692
T=263K,2.141352963051e-06,2.141353e+00,2.221370743646e-05,22.213707,9.939934,0.086518714,557.053079,2.893814e+05,289.381,27.786293
T=263K,2.151352963051e-06,2.151353e+00,2.231314564023e-05,22.313146,9.943820,0.087690618,556.341326,2.893814e+05,289.381,27.686854
T=263K,2.161352963051e-06,2.161353e+00,2.241262299610e-05,22.412623,9.947736,0.088873521,555.622893,2.893814e+05,289.381,27.587377
T=263K,2.171352963051e-06,2.171353e+00,2.251213979887e-05,22.512140,9.951680,0.090067487,554.897741,2.893814e+05,289.381,27.487860
T=263K,2.181352963051e-06,2.181353e+00,2.261169634705e-05,22.611696,9.955655,0.091272578,554.165832,2.893814e+05,289.381,27.388304
T=263K,2.191352963051e-06,2.191353e+00,2.271129294291e-05,22.711293,9.959660,0.092488859,553.427127,2.893814e+05,289.381,27.288707
T=263K,2.201352963051e-06,2.201353e+00,2.281092989245e-05,22.810930,9.963695,0.093716393,552.681587,2.893814e+05,289.381,27.189070
T=263K,2.211352963051e-06,2.211353e+00,2.291060750547e-05,22.910608,9.967761,0.094955244,551.929174,2.893814e+05,289.381,27.089392
T=263K,2.221352963051e-06,2.221353e+00,2.301032609560e-05,23.010326,9.971859,0.096205478,551.169848,2.893814e+05,289.381,26.989674
T=263K,2.231352963051e-06,2.231353e+00,2.311008598033e-05,23.110086,9.975988,0.097467159,550.403569,2.893814e+05,289.381,26.889914
T=263K,2.241352963051e-06,2.241353e+00,2.320988748102e-05,23.209887,9.980150,0.098740352,549.630298,2.893814e+05,289.381,26.790113
T=263K,2.251352963051e-06,2.251353e+00,2.330973092300e-05,23.309731,9.984344,0.100025123,548.849996,2.893814e+05,289.381,26.690269
T=263K,2.261352963051e-06,2.261353e+00,2.340961663551e-05,23.409617,9.988571,0.101321537,548.062622,2.893814e+05,289.381,26.590383
T=263K,2.271352963051e-06,2.271353e+00,2.350954495183e-05,23.509545,9.992832,0.102629660,547.268137,2.893814e+05,289.381,26.490455
T=263K,2.281352963051e-06,2.281353e+00,2.360951620925e-05,23.609516,9.997126,0.103949560,546.466499,2.893814e+05,289.381,26.390484
T=263K,2.291352963051e-06,2.291353e+00,2.370953074915e-05,23.709531,10.001454,0.105281303,545.657669,2.893814e+05,289.381,26.290469
T=263K,2.301352963051e-06,2.301353e+00,2.380958891701e-05,23.809589,10.005817,0.106624956,544.841604,2.893814e+05,289.381,26.190411
T=263K,2.311352963051e-06,2.311353e+00,2.390969106248e-05,23.909691,10.010215,0.107980586,544.018266,2.893814e+05,289.381,26.090309
T=263K,2.321352963051e-06,2.321353e+00,2.400983753937e-05,24.009838,10.014648,0.109348261,543.187612,2.893814e+05,289.381,25.990162
T=263K,2.331352963051e-06,2.331353e+00,2.411002870577e-05,24.110029,10.019117,0.110728050,542.349601,2.893814e+05,289.381,25.889971
T=263K,2.341352963051e-06,2.341353e+00,2.421026492401e-05,24.210265,10.023622,0.112120021,541.504191,2.893814e+05,289.381,25.789735
T=263K,2.351352963051e-06,2.351353e+00,2.431054656076e-05,24.310547,10.028164,0.113524242,540.651340,2.893814e+05,289.381,25.689453
T=263K,2.361352963051e-06,2.361353e+00,2.441087398707e-05,24.410874,10.032743,0.114940784,539.791007,2.893814e+05,289.381,25.589126
T=263K,2.371352963051e-06,2.371353e+00,2.451124757838e-05,24.511248,10.037359,0.116369716,538.923149,2.893814e+05,289.381,25.488752
