condition,time_s,time_us,R_m,R_um,Rdot_ms,epsilon,rho_m,P_sat_Pa,P_sat_kPa,film_um
T=283K,4.138703982531e-08,4.138704e-02,1.088741427110e-06,1.088741,19.704104,0.000008917,609.594603,6.090640e+05,609.064,48.911259
T=283K,4.414976737695e-08,4.414977e-02,1.143255522289e-06,1.143256,19.731984,0.000010324,609.593752,6.090640e+05,609.064,48.856744
T=283K,4.704672780492e-08,4.704673e-02,1.200512583131e-06,1.200513,19.764530,0.000011954,609.592765,6.090640e+05,609.064,48.799487
T=283K,5.008376585358e-08,5.008377e-02,1.260647906925e-06,1.260648,19.800649,0.000013842,609.591623,6.090640e+05,609.064,48.739352
T=283K,5.326711585297e-08,5.326712e-02,1.323803737140e-06,1.323804,19.839424,0.000016028,609.590300,6.090640e+05,609.064,48.676196
T=283K,5.660341165611e-08,5.660341e-02,1.390129598071e-06,1.390130,19.880090,0.000018559,609.588768,6.090640e+05,609.064,48.609870
T=283K,6.009969762871e-08,6.009970e-02,1.459782645580e-06,1.459783,19.922011,0.000021491,609.586994,6.090640e+05,609.064,48.540217
T=283K,6.376344083116e-08,6.376344e-02,1.532928035334e-06,1.532928,19.964661,0.000024886,609.584939,6.090640e+05,609.064,48.467072
T=283K,6.760254449042e-08,6.760254e-02,1.609739309839e-06,1.609739,20.007606,0.000028817,609.582560,6.090640e+05,609.064,48.390261
T=283K,7.162536282974e-08,7.162536e-02,1.690398805461e-06,1.690399,20.050494,0.000033370,609.579805,6.090640e+05,609.064,48.309601
T=283K,7.584071730407e-08,7.584072e-02,1.775098080626e-06,1.775098,20.093037,0.000038642,609.576614,6.090640e+05,609.064,48.224902
T=283K,8.025791427651e-08,8.025791e-02,1.864038366319e-06,1.864038,20.135006,0.000044746,609.572920,6.090640e+05,609.064,48.135962
T=283K,8.488676416387e-08,8.488676e-02,1.957431040046e-06,1.957431,20.176216,0.000051815,609.568642,6.090640e+05,609.064,48.042569
T=283K,8.973760207633e-08,8.973760e-02,2.055498124425e-06,2.055498,20.216525,0.000060000,609.563689,6.090640e+05,609.064,47.944502
T=283K,9.482130997592e-08,9.482131e-02,2.158472811612e-06,2.158473,20.255823,0.000069477,609.557953,6.090640e+05,609.064,47.841527
T=283K,1.001493403799e-07,1.001493e-01,2.266600014814e-06,2.266600,20.294029,0.000080451,609.551312,6.090640e+05,609.064,47.733400
T=283K,1.057337416383e-07,1.057337e-01,2.380136948201e-06,2.380137,20.331084,0.000093157,609.543622,6.090640e+05,609.064,47.619863
T=283K,1.115871848186e-07,1.115872e-01,2.499353736589e-06,2.499354,20.366951,0.000107869,609.534718,6.090640e+05,609.064,47.500646
T=283K,1.177229922339e-07,1.177230e-01,2.624534056342e-06,2.624534,20.401605,0.000124903,609.524409,6.090640e+05,609.064,47.375466
T=283K,1.241551676574e-07,1.241552e-01,2.755975809017e-06,2.755976,20.435039,0.000144626,609.512473,6.090640e+05,609.064,47.244024
T=283K,1.308984282675e-07,1.308984e-01,2.893991829351e-06,2.893992,20.467253,0.000167462,609.498653,6.090640e+05,609.064,47.106008
T=283K,1.379682383742e-07,1.379682e-01,3.038910629307e-06,3.038911,20.498259,0.000193902,609.482652,6.090640e+05,609.064,46.961089
T=283K,1.453808449811e-07,1.453808e-01,3.191077179953e-06,3.191077,20.528076,0.000224514,609.464125,6.090640e+05,609.064,46.808923
T=283K,1.531533152405e-07,1.531533e-01,3.350853733089e-06,3.350854,20.556728,0.000259957,609.442675,6.090640e+05,609.064,46.649146
T=283K,1.613035758615e-07,1.613036e-01,3.518620684613e-06,3.518621,20.584244,0.000300993,609.417841,6.090640e+05,609.064,46.481379
T=283K,1.698504545363e-07,1.698505e-01,3.694777481765e-06,3.694777,20.610658,0.000348504,609.389088,6.090640e+05,609.064,46.305223
T=283K,1.788137234471e-07,1.788137e-01,3.879743576491e-06,3.879744,20.636009,0.000403511,609.355798,6.090640e+05,609.064,46.120256
T=283K,1.882141449224e-07,1.882141e-01,4.073959427314e-06,4.073959,20.660334,0.000467196,609.317256,6.090640e+05,609.064,45.926041
T=283K,1.980735193060e-07,1.980735e-01,4.277887552249e-06,4.277888,20.683678,0.000540929,609.272633,6.090640e+05,609.064,45.722112
T=283K,2.080735193060e-07,2.080735e-01,4.484940999413e-06,4.484941,20.705345,0.000626294,609.220971,6.090640e+05,609.064,45.515059
T=283K,2.180735193060e-07,2.180735e-01,4.692193400306e-06,4.692193,20.725240,0.000721706,609.163228,6.090640e+05,609.064,45.307807
T=283K,2.280735193060e-07,2.280735e-01,4.899629315177e-06,4.899629,20.743591,0.000826452,609.099836,6.090640e+05,609.064,45.100371
T=283K,2.380735193060e-07,2.380735e-01,5.107235220855e-06,5.107235,20.760591,0.000940978,609.030526,6.090640e+05,609.064,44.892765
T=283K,2.480735193060e-07,2.480735e-01,5.314999222028e-06,5.314999,20.776400,0.001065731,608.955026,6.090640e+05,609.064,44.685001
T=283K,2.580735193060e-07,2.580735e-01,5.522910815761e-06,5.522911,20.791159,0.001201157,608.873067,6.090640e+05,609.064,44.477089
T=283K,2.680735193060e-07,2.680735e-01,5.730960697836e-06,5.730961,20.804988,0.001347703,608.784379,6.090640e+05,609.064,44.269039
T=283K,2.780735193060e-07,2.780735e-01,5.939140602280e-06,5.939141,20.817990,0.001505817,608.688689,6.090640e+05,609.064,44.060859
T=283K,2.880735193060e-07,2.880735e-01,6.147443167455e-06,6.147443,20.830257,0.001675949,608.585726,6.090640e+05,609.064,43.852557
T=283K,2.980735193060e-07,2.980735e-01,6.355861823605e-06,6.355862,20.841866,0.001858547,608.475219,6.090640e+05,609.064,43.644138
T=283K,3.080735193060e-07,3.080735e-01,6.564390697848e-06,6.564391,20.852887,0.002054061,608.356895,6.090640e+05,609.064,43.435609
T=283K,3.180735193060e-07,3.180735e-01,6.773024533457e-06,6.773025,20.863384,0.002262941,608.230482,6.090640e+05,609.064,43.226975
T=283K,3.280735193060e-07,3.280735e-01,6.981758620938e-06,6.981759,20.873409,0.002485638,608.095707,6.090640e+05,609.064,43.018241
T=283K,3.380735193060e-07,3.380735e-01,7.190588738881e-06,7.190589,20.883012,0.002722604,607.952297,6.090640e+05,609.064,42.809411
T=283K,3.480735193060e-07,3.480735e-01,7.399511102980e-06,7.399511,20.892236,0.002974290,607.799978,6.090640e+05,609.064,42.600489
T=283K,3.580735193060e-07,3.580735e-01,7.608522321902e-06,7.608522,20.901122,0.003241150,607.638476,6.090640e+05,609.064,42.391478
T=283K,3.680735193060e-07,3.680735e-01,7.817619358928e-06,7.817619,20.909704,0.003523635,607.467517,6.090640e+05,609.064,42.182381
T=283K,3.780735193060e-07,3.780735e-01,8.026799498498e-06,8.026799,20.918014,0.003822201,607.286827,6.090640e+05,609.064,41.973201
T=283K,3.880735193060e-07,3.880735e-01,8.236060316917e-06,8.236060,20.926082,0.004137302,607.096130,6.090640e+05,609.064,41.763940
T=283K,3.980735193060e-07,3.980735e-01,8.445399656626e-06,8.445400,20.933934,0.004469393,606.895151,6.090640e+05,609.064,41.554600
T=283K,4.080735193060e-07,4.080735e-01,8.654815603534e-06,8.654816,20.941595,0.004818930,606.683613,6.090640e+05,609.064,41.345184
T=283K,4.180735193060e-07,4.180735e-01,8.864306466987e-06,8.864306,20.949086,0.005186369,606.461241,6.090640e+05,609.064,41.135694
T=283K,4.280735193060e-07,4.280735e-01,9.073870762011e-06,9.073871,20.956430,0.005572169,606.227757,6.090640e+05,609.064,40.926129
T=283K,4.380735193060e-07,4.380735e-01,9.283507193544e-06,9.283507,20.963643,0.005976787,605.982885,6.090640e+05,609.064,40.716493
T=283K,4.480735193060e-07,4.480735e-01,9.493214642386e-06,9.493215,20.970745,0.006400682,605.726346,6.090640e+05,609.064,40.506785
T=283K,4.580735193060e-07,4.580735e-01,9.702992152658e-06,9.702992,20.977751,0.006844313,605.457863,6.090640e+05,609.064,40.297008
T=283K,4.680735193060e-07,4.680735e-01,9.912838920583e-06,9.912839,20.984677,0.007308143,605.177156,6.090640e+05,609.064,40.087161
T=283K,4.780735193060e-07,4.780735e-01,1.012275428443e-05,10.122754,20.991536,0.007792631,604.883947,6.090640e+05,609.064,39.877246
T=283K,4.880735193060e-07,4.880735e-01,1.033273771547e-05,10.332738,20.998343,0.008298242,604.577955,6.090640e+05,609.064,39.667262
T=283K,4.980735193060e-07,4.980735e-01,1.054278880986e-05,10.542789,21.005109,0.008825437,604.258899,6.090640e+05,609.064,39.457211
T=283K,5.080735193060e-07,5.080735e-01,1.075290728131e-05,10.752907,21.011847,0.009374681,603.926500,6.090640e+05,609.064,39.247093
T=283K,5.180735193060e-07,5.180735e-01,1.096309295447e-05,10.963093,21.018567,0.009946441,603.580475,6.090640e+05,609.064,39.036907
T=283K,5.280735193060e-07,5.280735e-01,1.117334575898e-05,11.173346,21.025280,0.010541181,603.220541,6.090640e+05,609.064,38.826654
T=283K,5.380735193060e-07,5.380735e-01,1.138366572401e-05,11.383666,21.031997,0.011159371,602.846417,6.090640e+05,609.064,38.616334
T=283K,5.480735193060e-07,5.480735e-01,1.159405297342e-05,11.594053,21.038725,0.011801478,602.457817,6.090640e+05,609.064,38.405947
T=283K,5.580735193060e-07,5.580735e-01,1.180450772129e-05,11.804508,21.045475,0.012467972,602.054459,6.090640e+05,609.064,38.195492
T=283K,5.680735193060e-07,5.680735e-01,1.201503026788e-05,12.015030,21.052255,0.013159325,601.636056,6.090640e+05,609.064,37.984970
T=283K,5.780735193060e-07,5.780735e-01,1.222562099603e-05,12.225621,21.059073,0.013876010,601.202323,6.090640e+05,609.064,37.774379
T=283K,5.880735193060e-07,5.880735e-01,1.243628036776e-05,12.436280,21.065937,0.014618499,600.752973,6.090640e+05,609.064,37.563720
T=283K,5.980735193060e-07,5.980735e-01,1.264700892132e-05,12.647009,21.072855,0.015387267,600.287719,6.090640e+05,609.064,37.352991
T=283K,6.080735193060e-07,6.080735e-01,1.285780726841e-05,12.857807,21.079835,0.016182792,599.806272,6.090640e+05,609.064,37.142193
T=283K,6.180735193060e-07,6.180735e-01,1.306867609173e-05,13.068676,21.086882,0.017005552,599.308344,6.090640e+05,609.064,36.931324
T=283K,6.280735193060e-07,6.280735e-01,1.327961614265e-05,13.279616,21.094005,0.017856024,598.793643,6.090640e+05,609.064,36.720384
T=283K,6.380735193060e-07,6.380735e-01,1.349062823927e-05,13.490628,21.101210,0.018734692,598.261878,6.090640e+05,609.064,36.509372
T=283K,6.480735193060e-07,6.480735e-01,1.370171326444e-05,13.701713,21.108503,0.019642036,597.712759,6.090640e+05,609.064,36.298287
T=283K,6.580735193060e-07,6.580735e-01,1.391287216420e-05,13.912872,21.115890,0.020578542,597.145991,6.090640e+05,609.064,36.087128
T=283K,6.680735193060e-07,6.680735e-01,1.412410594618e-05,14.124106,21.123378,0.021544696,596.561281,6.090640e+05,609.064,35.875894
T=283K,6.780735193060e-07,6.780735e-01,1.433541567827e-05,14.335416,21.130973,0.022540985,595.958333,6.090640e+05,609.064,35.664584
T=283K,6.880735193060e-07,6.880735e-01,1.454680248739e-05,14.546802,21.138681,0.023567898,595.336851,6.090640e+05,609.064,35.453198
T=283K,6.980735193060e-07,6.980735e-01,1.475826755839e-05,14.758268,21.146507,0.024625928,594.696538,6.090640e+05,609.064,35.241732
T=283K,7.080735193060e-07,7.080735e-01,1.496981213309e-05,14.969812,21.154457,0.025715568,594.037094,6.090640e+05,609.064,35.030188
T=283K,7.180735193060e-07,7.180735e-01,1.518143750940e-05,15.181438,21.162538,0.026837313,593.358221,6.090640e+05,609.064,34.818562
T=283K,7.280735193060e-07,7.280735e-01,1.539314504056e-05,15.393145,21.170753,0.027991661,592.659617,6.090640e+05,609.064,34.606855
T=283K,7.380735193060e-07,7.380735e-01,1.560493613449e-05,15.604936,21.179109,0.029179112,591.940979,6.090640e+05,609.064,34.395064
T=283K,7.480735193060e-07,7.480735e-01,1.581681225325e-05,15.816812,21.187612,0.030400167,591.202004,6.090640e+05,609.064,34.183188
T=283K,7.580735193060e-07,7.580735e-01,1.602877491250e-05,16.028775,21.196266,0.031655331,590.442386,6.090640e+05,609.064,33.971225
T=283K,7.680735193060e-07,7.680735e-01,1.624082568117e-05,16.240826,21.205077,0.032945111,589.661819,6.090640e+05,609.064,33.759174
T=283K,7.780735193060e-07,7.780735e-01,1.645296618110e-05,16.452966,21.214050,0.034270016,588.859995,6.090640e+05,609.064,33.547034
T=283K,7.880735193060e-07,7.880735e-01,1.666519808681e-05,16.665198,21.223191,0.035630556,588.036604,6.090640e+05,609.064,33.334802
T=283K,7.980735193060e-07,7.980735e-01,1.687752312535e-05,16.877523,21.232504,0.037027247,587.191335,6.090640e+05,609.064,33.122477
T=283K,8.080735193060e-07,8.080735e-01,1.708994307617e-05,17.089943,21.241995,0.038460606,586.323875,6.090640e+05,609.064,32.910057
T=283K,8.180735193060e-07,8.180735e-01,1.730245977112e-05,17.302460,21.251669,0.039931152,585.433910,6.090640e+05,609.064,32.697540
T=283K,8.280735193060e-07,8.280735e-01,1.751507509444e-05,17.515075,21.261532,0.041439407,584.521123,6.090640e+05,609.064,32.484925
T=283K,8.380735193060e-07,8.380735e-01,1.772779098289e-05,17.727791,21.271589,0.042985897,583.585196,6.090640e+05,609.064,32.272209
T=283K,8.480735193060e-07,8.480735e-01,1.794060942589e-05,17.940609,21.281844,0.044571152,582.625810,6.090640e+05,609.064,32.059391
T=283K,8.580735193060e-07,8.580735e-01,1.815353246570e-05,18.153532,21.292304,0.046195701,581.642643,6.090640e+05,609.064,31.846468
T=283K,8.680735193060e-07,8.680735e-01,1.836656219775e-05,18.366562,21.302973,0.047860081,580.635370,6.090640e+05,609.064,31.633438
T=283K,8.780735193060e-07,8.780735e-01,1.857970077091e-05,18.579701,21.313857,0.049564829,579.603667,6.090640e+05,609.064,31.420299
T=283K,8.880735193060e-07,8.880735e-01,1.879295038793e-05,18.792950,21.324962,0.051310487,578.547205,6.090640e+05,609.064,31.207050
T=283K,8.980735193060e-07,8.980735e-01,1.900631330579e-05,19.006313,21.336292,0.053097600,577.465655,6.090640e+05,609.064,30.993687
T=283K,9.080735193060e-07,9.080735e-01,1.921979183629e-05,19.219792,21.347853,0.054926717,576.358685,6.090640e+05,609.064,30.780208
T=283K,9.180735193060e-07,9.180735e-01,1.943338834651e-05,19.433388,21.359651,0.056798390,575.225960,6.090640e+05,609.064,30.566612
T=283K,9.280735193060e-07,9.280735e-01,1.964710525949e-05,19.647105,21.371691,0.058713176,574.067143,6.090640e+05,609.064,30.352895
T=283K,9.380735193060e-07,9.380735e-01,1.986094505481e-05,19.860945,21.383980,0.060671636,572.881895,6.090640e+05,609.064,30.139055
T=283K,9.480735193060e-07,9.480735e-01,2.007491026934e-05,20.074910,21.396521,0.062674332,571.669875,6.090640e+05,609.064,29.925090
T=283K,9.580735193060e-07,9.580735e-01,2.028900349801e-05,20.289003,21.409323,0.064721835,570.430739,6.090640e+05,609.064,29.710997
T=283K,9.680735193060e-07,9.680735e-01,2.050322739460e-05,20.503227,21.422390,0.066814718,569.164139,6.090640e+05,609.064,29.496773
T=283K,9.780735193060e-07,9.780735e-01,2.071758467265e-05,20.717585,21.435728,0.068953557,567.869727,6.090640e+05,609.064,29.282415
T=283K,9.880735193060e-07,9.880735e-01,2.093207810636e-05,20.932078,21.449343,0.071138934,566.547149,6.090640e+05,609.064,29.067922
T=283K,9.980735193060e-07,9.980735e-01,2.114671053161e-05,21.146711,21.463243,0.073371437,565.196052,6.090640e+05,609.064,28.853289
T=283K,1.008073519306e-06,1.008074e+00,2.136148484699e-05,21.361485,21.477432,0.075651658,563.816077,6.090640e+05,609.064,28.638515
T=283K,1.018073519306e-06,1.018074e+00,2.157640401493e-05,21.576404,21.491917,0.077980192,562.406862,6.090640e+05,609.064,28.423596
T=283K,1.028073519306e-06,1.028074e+00,2.179147106283e-05,21.791471,21.506705,0.080357642,560.968044,6.090640e+05,609.064,28.208529
T=283K,1.038073519306e-06,1.038074e+00,2.200668908436e-05,22.006689,21.521802,0.082784615,559.499254,6.090640e+05,609.064,27.993311
T=283K,1.048073519306e-06,1.048074e+00,2.222206124071e-05,22.222061,21.537216,0.085261724,558.000123,6.090640e+05,609.064,27.777939
T=283K,1.058073519306e-06,1.058074e+00,2.243759076199e-05,22.437591,21.552952,0.087789587,556.470275,6.090640e+05,609.064,27.562409
T=283K,1.068073519306e-06,1.068074e+00,2.265328094864e-05,22.653281,21.569019,0.090368829,554.909334,6.090640e+05,609.064,27.346719
T=283K,1.078073519306e-06,1.078074e+00,2.286913517296e-05,22.869135,21.585422,0.093000080,553.316917,6.090640e+05,609.064,27.130865
T=283K,1.088073519306e-06,1.088074e+00,2.308515688067e-05,23.085157,21.602171,0.095683976,551.692640,6.090640e+05,609.064,26.914843
T=283K,1.098073519306e-06,1.098074e+00,2.330134959262e-05,23.301350,21.619271,0.098421160,550.036113,6.090640e+05,609.064,26.698650
T=283K,1.108073519306e-06,1.108074e+00,2.351771690645e-05,23.517717,21.636731,0.101212281,548.346943,6.090640e+05,609.064,26.482283
T=283K,1.118073519306e-06,1.118074e+00,2.373426249849e-05,23.734262,21.654559,0.104057997,546.624733,6.090640e+05,609.064,26.265738
T=283K,1.128073519306e-06,1.128074e+00,2.395099012559e-05,23.950990,21.672763,0.106958970,544.869082,6.090640e+05,609.064,26.049010
T=283K,1.138073519306e-06,1.138074e+00,2.416790362719e-05,24.167904,21.691350,0.109915870,543.079584,6.090640e+05,609.064,25.832096
T=283K,1.148073519306e-06,1.148074e+00,2.438500692734e-05,24.385007,21.710330,0.112929376,541.255828,6.090640e+05,609.064,25.614993
T=283K,1.158073519306e-06,1.158074e+00,2.460230403696e-05,24.602304,21.729711,0.116000173,539.397400,6.090640e+05,609.064,25.397696
T=283K,1.168073519306e-06,1.168074e+00,2.481979905602e-05,24.819799,21.749502,0.119128955,537.503881,6.090640e+05,609.064,25.180201
T=283K,1.178073519306e-06,1.178074e+00,2.503749617604e-05,25.037496,21.769712,0.122316422,535.574845,6.090640e+05,609.064,24.962504
T=283K,1.188073519306e-06,1.188074e+00,2.525539968252e-05,25.255400,21.790351,0.125563287,533.609862,6.090640e+05,609.064,24.744600
T=283K,1.198073519306e-06,1.198074e+00,2.547351395757e-05,25.473514,21.811428,0.128870266,531.608499,6.090640e+05,609.064,24.526486
T=283K,1.208073519306e-06,1.208074e+00,2.569184348266e-05,25.691843,21.832953,0.132238088,529.570313,6.090640e+05,609.064,24.308157
T=283K,1.218073519306e-06,1.218074e+00,2.591039284149e-05,25.910393,21.854936,0.135667490,527.494860,6.090640e+05,609.064,24.089607
T=283K,1.228073519306e-06,1.228074e+00,2.612916672293e-05,26.129167,21.877388,0.139159218,525.381687,6.090640e+05,609.064,23.870833
T=283K,1.238073519306e-06,1.238074e+00,2.634816992422e-05,26.348170,21.900320,0.142714029,523.230337,6.090640e+05,609.064,23.651830
T=283K,1.248073519306e-06,1.248074e+00,2.656740735424e-05,26.567407,21.923743,0.146332689,521.040346,6.090640e+05,609.064,23.432593
T=283K,1.258073519306e-06,1.258074e+00,2.678688403689e-05,26.786884,21.947668,0.150015976,518.811243,6.090640e+05,609.064,23.213116
T=283K,1.268073519306e-06,1.268074e+00,2.700660511477e-05,27.006605,21.972108,0.153764677,516.542552,6.090640e+05,609.064,22.993395
T=283K,1.278073519306e-06,1.278074e+00,2.722657585287e-05,27.226576,21.997074,0.157579591,514.233789,6.090640e+05,609.064,22.773424
T=283K,1.288073519306e-06,1.288074e+00,2.744680164258e-05,27.446802,22.022579,0.161461530,511.884463,6.090640e+05,609.064,22.553198
T=283K,1.298073519306e-06,1.298074e+00,2.766728800578e-05,27.667288,22.048636,0.165411316,509.494077,6.090640e+05,609.064,22.332712
T=283K,1.308073519306e-06,1.308074e+00,2.788804059922e-05,27.888041,22.075259,0.169429785,507.062124,6.090640e+05,609.064,22.111959
T=283K,1.318073519306e-06,1.318074e+00,2.810906521904e-05,28.109065,22.102462,0.173517784,504.588092,6.090640e+05,609.064,21.890935
T=283K,1.328073519306e-06,1.328074e+00,2.833036780556e-05,28.330368,22.130259,0.177676175,502.071459,6.090640e+05,609.064,21.669632
T=283K,1.338073519306e-06,1.338074e+00,2.855195444829e-05,28.551954,22.158664,0.181905833,499.511696,6.090640e+05,609.064,21.448046
T=283K,1.348073519306e-06,1.348074e+00,2.877383139118e-05,28.773831,22.187694,0.186207647,496.908264,6.090640e+05,609.064,21.226169
T=283K,1.358073519306e-06,1.358074e+00,2.899600503818e-05,28.996005,22.217365,0.190582522,494.260616,6.090640e+05,609.064,21.003995
T=283K,1.368073519306e-06,1.368074e+00,2.921848195901e-05,29.218482,22.247692,0.195031377,491.568196,6.090640e+05,609.064,20.781518
T=283K,1.378073519306e-06,1.378074e+00,2.944126889531e-05,29.441269,22.278694,0.199555146,488.830439,6.090640e+05,609.064,20.558731
T=283K,1.388073519306e-06,1.388074e+00,2.966437276703e-05,29.664373,22.310387,0.204154783,486.046767,6.090640e+05,609.064,20.335627
T=283K,1.398073519306e-06,1.398074e+00,2.988780067925e-05,29.887801,22.342791,0.208831254,483.216595,6.090640e+05,609.064,20.112199
T=283K,1.408073519306e-06,1.408074e+00,3.011155992924e-05,30.111560,22.375925,0.213585547,480.339325,6.090640e+05,609.064,19.888440
T=283K,1.418073519306e-06,1.418074e+00,3.033565801404e-05,30.335658,22.409808,0.218418666,477.414351,6.090640e+05,609.064,19.664342
T=283K,1.428073519306e-06,1.428074e+00,3.056010263833e-05,30.560103,22.444462,0.223331635,474.441052,6.090640e+05,609.064,19.439897
T=283K,1.438073519306e-06,1.438074e+00,3.078490172282e-05,30.784902,22.479908,0.228325497,471.418797,6.090640e+05,609.064,19.215098
T=283K,1.448073519306e-06,1.448074e+00,3.101006341305e-05,31.010063,22.516169,0.233401317,468.346942,6.090640e+05,609.064,18.989937
T=283K,1.458073519306e-06,1.458074e+00,3.123559608871e-05,31.235596,22.553268,0.238560178,465.224831,6.090640e+05,609.064,18.764404
T=283K,1.468073519306e-06,1.468074e+00,3.146150837351e-05,31.461508,22.591228,0.243803189,462.051792,6.090640e+05,609.064,18.538492
T=283K,1.478073519306e-06,1.478074e+00,3.168780914559e-05,31.687809,22.630077,0.249131480,458.827143,6.090640e+05,609.064,18.312191
T=283K,1.488073519306e-06,1.488074e+00,3.191450754856e-05,31.914508,22.669840,0.254546206,455.550184,6.090640e+05,609.064,18.085492
T=283K,1.498073519306e-06,1.498074e+00,3.214161300316e-05,32.141613,22.710545,0.260048546,452.220201,6.090640e+05,609.064,17.858387
T=283K,1.508073519306e-06,1.508074e+00,3.236913521971e-05,32.369135,22.752222,0.265639706,448.836465,6.090640e+05,609.064,17.630865
T=283K,1.518073519306e-06,1.518074e+00,3.259708421120e-05,32.597084,22.794899,0.271320918,445.398230,6.090640e+05,609.064,17.402916
T=283K,1.528073519306e-06,1.528074e+00,3.282547030729e-05,32.825470,22.838610,0.277093444,441.904732,6.090640e+05,609.064,17.174530
T=283K,1.538073519306e-06,1.538074e+00,3.305430416915e-05,33.054304,22.883386,0.282958574,438.355191,6.090640e+05,609.064,16.945696
T=283K,1.548073519306e-06,1.548074e+00,3.328359680523e-05,33.283597,22.929264,0.288917631,434.748806,6.090640e+05,609.064,16.716403
T=283K,1.558073519306e-06,1.558074e+00,3.351335958807e-05,33.513360,22.976278,0.294971967,431.084759,6.090640e+05,609.064,16.486640
T=283K,1.568073519306e-06,1.568074e+00,3.374360427224e-05,33.743604,23.024468,0.301122971,427.362209,6.090640e+05,609.064,16.256396
T=283K,1.578073519306e-06,1.578074e+00,3.397434301342e-05,33.974343,23.073874,0.307372065,423.580295,6.090640e+05,609.064,16.025657
T=283K,1.588073519306e-06,1.588074e+00,3.420558838885e-05,34.205588,23.124538,0.313720710,419.738134,6.090640e+05,609.064,15.794412
T=283K,1.598073519306e-06,1.598074e+00,3.443735341907e-05,34.437353,23.176503,0.320170403,415.834818,6.090640e+05,609.064,15.562647
T=283K,1.608073519306e-06,1.608074e+00,3.466965159135e-05,34.669652,23.229817,0.326722685,411.869417,6.090640e+05,609.064,15.330348
T=283K,1.618073519306e-06,1.618074e+00,3.490249688465e-05,34.902497,23.284529,0.333379138,407.840973,6.090640e+05,609.064,15.097503
T=283K,1.628073519306e-06,1.628074e+00,3.513590379642e-05,35.135904,23.340691,0.340141387,403.748501,6.090640e+05,609.064,14.864096
T=283K,1.638073519306e-06,1.638074e+00,3.536988737145e-05,35.369887,23.398358,0.347011106,399.590988,6.090640e+05,609.064,14.630113
T=283K,1.648073519306e-06,1.648074e+00,3.560446323282e-05,35.604463,23.457586,0.353990020,395.367392,6.090640e+05,609.064,14.395537
T=283K,1.658073519306e-06,1.658074e+00,3.583964761520e-05,35.839648,23.518438,0.361079902,391.076639,6.090640e+05,609.064,14.160352
T=283K,1.668073519306e-06,1.668074e+00,3.607545740082e-05,36.075457,23.580979,0.368282582,386.717620,6.090640e+05,609.064,13.924543
T=283K,1.678073519306e-06,1.678074e+00,3.631191015824e-05,36.311910,23.645276,0.375599950,382.289194,6.090640e+05,609.064,13.688090
T=283K,1.688073519306e-06,1.688074e+00,3.654902418427e-05,36.549024,23.711403,0.383033953,377.790180,6.090640e+05,609.064,13.450976
T=283K,1.698073519306e-06,1.698074e+00,3.678681854938e-05,36.786819,23.779437,0.390586606,373.219361,6.090640e+05,609.064,13.213181
T=283K,1.708073519306e-06,1.708074e+00,3.702531314688e-05,37.025313,23.849460,0.398259989,368.575476,6.090640e+05,609.064,12.974687
T=283K,1.718073519306e-06,1.718074e+00,3.726452874644e-05,37.264529,23.921560,0.406056258,363.857221,6.090640e+05,609.064,12.735471
T=283K,1.728073519306e-06,1.728074e+00,3.750448705217e-05,37.504487,23.995831,0.413977643,359.063247,6.090640e+05,609.064,12.495513
T=283K,1.738073519306e-06,1.738074e+00,3.774521076604e-05,37.745211,24.072371,0.422026456,354.192154,6.090640e+05,609.064,12.254789
T=283K,1.748073519306e-06,1.748074e+00,3.798672365706e-05,37.986724,24.151289,0.430205097,349.242491,6.090640e+05,609.064,12.013276
T=283K,1.758073519306e-06,1.758074e+00,3.822905063698e-05,38.229051,24.232698,0.438516056,344.212749,6.090640e+05,609.064,11.770949
T=283K,1.768073519306e-06,1.768074e+00,3.847221784325e-05,38.472218,24.316721,0.446961922,339.101362,6.090640e+05,609.064,11.527782
T=283K,1.778073519306e-06,1.778074e+00,3.871625273019e-05,38.716253,24.403489,0.455545391,333.906699,6.090640e+05,609.064,11.283747
T=283K,1.788073519306e-06,1.788074e+00,3.896118416930e-05,38.961184,24.493144,0.464269267,328.627062,6.090640e+05,609.064,11.038816
T=283K,1.798073519306e-06,1.798074e+00,3.920704255997e-05,39.207043,24.585839,0.473136477,323.260681,6.090640e+05,609.064,10.792957
T=283K,1.808073519306e-06,1.808074e+00,3.945385995197e-05,39.453860,24.681739,0.482150076,317.805705,6.090640e+05,609.064,10.546140
T=283K,1.818073519306e-06,1.818074e+00,3.970167018121e-05,39.701670,24.781023,0.491313257,312.260204,6.090640e+05,609.064,10.298330
T=283K,1.828073519306e-06,1.828074e+00,3.995050902079e-05,39.950509,24.883884,0.500629363,306.622153,6.090640e+05,609.064,10.049491
T=283K,1.838073519306e-06,1.838074e+00,4.020041434936e-05,40.200414,24.990533,0.510101897,300.889433,6.090640e+05,609.064,9.799586
T=283K,1.848073519306e-06,1.848074e+00,4.045142633945e-05,40.451426,25.101199,0.519734535,295.059819,6.090640e+05,609.064,9.548574
T=283K,1.858073519306e-06,1.858074e+00,4.070358766880e-05,40.703588,25.216133,0.529531142,289.130972,6.090640e+05,609.064,9.296412
T=283K,1.868073519306e-06,1.868074e+00,4.095694375823e-05,40.956944,25.335609,0.539495787,283.100429,6.090640e+05,609.064,9.043056
