T0_K,time_us,R_um,Rdot_m_s,T_drop_K,film_thick_um,log10_time_us,Pb_bar,P_sat_bar
283.0,1.470000e+01,5.593461e+01,5.394671e+00,283.000000,2.656539e+01,1.167317,2.576640,6.163705
283.0,1.480000e+01,5.647765e+01,5.467111e+00,283.000000,2.602235e+01,1.170262,2.592891,6.163705
283.0,1.490000e+01,5.702801e+01,5.541071e+00,283.000000,2.547199e+01,1.173186,2.609809,6.163705
283.0,1.500000e+01,5.758584e+01,5.616615e+00,283.000000,2.491416e+01,1.176091,2.627432,6.163705
283.0,1.510000e+01,5.815131e+01,5.693810e+00,283.000000,2.434869e+01,1.178977,2.645804,6.163705
283.0,1.520000e+01,5.872458e+01,5.772730e+00,283.000000,2.377542e+01,1.181844,2.664970,6.163705
283.0,1.530000e+01,5.930584e+01,5.853451e+00,283.000000,2.319416e+01,1.184691,2.684980,6.163705
283.0,1.540000e+01,5.989525e+01,5.936058e+00,283.000000,2.260475e+01,1.187521,2.705891,6.163705
283.0,1.550000e+01,6.049303e+01,6.020639e+00,283.000000,2.200697e+01,1.190332,2.727763,6.163705
283.0,1.560000e+01,6.109936e+01,6.107289e+00,283.000000,2.140064e+01,1.193125,2.750665,6.163705
283.0,1.570000e+01,6.171447e+01,6.196113e+00,283.000000,2.078553e+01,1.195900,2.774670,6.163705
283.0,1.580000e+01,6.233857e+01,6.287222e+00,283.000000,2.016143e+01,1.198657,2.799864,6.163705
283.0,1.590000e+01,6.297190e+01,6.380738e+00,283.000000,1.952810e+01,1.201397,2.826338,6.163705
283.0,1.600000e+01,6.361471e+01,6.476793e+00,283.000000,1.888529e+01,1.204120,2.854198,6.163705
283.0,1.610000e+01,6.426725e+01,6.575533e+00,283.000000,1.823275e+01,1.206826,2.883560,6.163705
283.0,1.620000e+01,6.492981e+01,6.677117e+00,283.000000,1.757019e+01,1.209515,2.914559,6.163705
283.0,1.630000e+01,6.560268e+01,6.781722e+00,283.000000,1.689732e+01,1.212188,2.947344,6.163705
283.0,1.640000e+01,6.628616e+01,6.889542e+00,283.000000,1.621384e+01,1.214844,2.982090,6.163705
283.0,1.650000e+01,6.698059e+01,7.000796e+00,283.000000,1.551941e+01,1.217484,3.018994,6.163705
283.0,1.660000e+01,6.768633e+01,7.115725e+00,283.000000,1.481367e+01,1.220108,3.058287,6.163705
283.0,1.670000e+01,6.840375e+01,7.234603e+00,283.000000,1.409625e+01,1.222716,3.100236,6.163705
283.0,1.680000e+01,6.913327e+01,7.357741e+00,283.000000,1.336673e+01,1.225309,3.145159,6.163705
283.0,1.690000e+01,6.987533e+01,7.485491e+00,283.000000,1.262467e+01,1.227887,3.193428,6.163705
283.0,1.700000e+01,7.063040e+01,7.618258e+00,283.000000,1.186960e+01,1.230449,3.245493,6.163705
283.0,1.710000e+01,7.139902e+01,7.756512e+00,283.000000,1.110098e+01,1.232996,3.301898,6.163705
283.0,1.720000e+01,7.218176e+01,7.900802e+00,283.000000,1.031824e+01,1.235528,3.363314,6.163705
283.0,1.730000e+01,7.297926e+01,8.051776e+00,283.000000,9.520740e+00,1.238046,3.430576,6.163705
283.0,1.740000e+01,7.379221e+01,8.210213e+00,283.000000,8.707786e+00,1.240549,3.504749,6.163705
283.0,1.750000e+01,7.462142e+01,8.377057e+00,283.000000,7.878580e+00,1.243038,3.587217,6.163705
283.0,1.760000e+01,7.546777e+01,8.553477e+00,283.000000,7.032227e+00,1.245513,3.679827,6.163705
283.0,1.770000e+01,7.633230e+01,8.740955e+00,283.000000,6.167699e+00,1.247973,3.785130,6.163705
283.0,1.780000e+01,7.721620e+01,8.941420e+00,283.000000,5.283798e+00,1.250420,3.906795,6.163705
283.0,1.790000e+01,7.812090e+01,9.157476e+00,283.000000,4.379104e+00,1.252853,4.050401,6.163705
293.0,0.000000e+00,7.652912e-02,0.000000e+00,293.000000,8.242347e+01,-20.000000,8.611863,8.611863
293.0,1.000000e-01,1.267303e+00,1.318222e+01,293.000000,8.123270e+01,-1.000000,4.021236,8.611863
293.0,2.000000e-01,2.514341e+00,1.183512e+01,293.000000,7.998566e+01,-0.698970,3.430712,8.611863
293.0,3.000000e-01,3.649777e+00,1.091636e+01,293.000000,7.885022e+01,-0.522879,3.149670,8.611863
293.0,4.000000e-01,4.706214e+00,1.023510e+01,293.000000,7.779379e+01,-0.397940,2.973822,8.611863
293.0,5.000000e-01,5.702095e+00,9.695887e+00,293.000000,7.679790e+01,-0.301030,2.849555,8.611863
293.0,6.000000e-01,6.648987e+00,9.250394e+00,293.000000,7.585101e+01,-0.221849,2.755398,8.611863
293.0,7.000000e-01,7.554787e+00,8.871231e+00,293.000000,7.494521e+01,-0.154902,2.680745,8.611863
293.0,8.000000e-01,8.425227e+00,8.541446e+00,293.000000,7.407477e+01,-0.096910,2.619639,8.611863
293.0,9.000000e-01,9.264656e+00,8.249842e+00,293.000000,7.323534e+01,-0.045757,2.568423,8.611863
293.0,1.000000e+00,1.007648e+01,7.988647e+00,293.000000,7.242352e+01,-0.000000,2.524706,8.611863
293.0,1.100000e+00,1.086346e+01,7.752243e+00,293.000000,7.163654e+01,0.041393,2.486845,8.611863
293.0,1.200000e+00,1.162784e+01,7.536444e+00,293.000000,7.087216e+01,0.079181,2.453666,8.611863
293.0,1.300000e+00,1.237153e+01,7.338044e+00,293.000000,7.012847e+01,0.113943,2.424304,8.611863
293.0,1.400000e+00,1.309614e+01,7.154535e+00,293.000000,6.940386e+01,0.146128,2.398106,8.611863
293.0,1.500000e+00,1.380305e+01,6.983919e+00,293.000000,6.869695e+01,0.176091,2.374565,8.611863
293.0,1.600000e+00,1.449346e+01,6.824576e+00,293.000000,6.800654e+01,0.204120,2.353284,8.611863
293.0,1.700000e+00,1.516845e+01,6.675176e+00,293.000000,6.733155e+01,0.230449,2.333943,8.611863
293.0,1.800000e+00,1.582894e+01,6.534613e+00,293.000000,6.667106e+01,0.255273,2.316285,8.611863
293.0,1.900000e+00,1.647577e+01,6.401957e+00,293.000000,6.602423e+01,0.278754,2.300096,8.611863
293.0,2.000000e+00,1.710970e+01,6.276421e+00,293.000000,6.539030e+01,0.301030,2.285199,8.611863
293.0,2.100000e+00,1.773139e+01,6.157329e+00,293.000000,6.476861e+01,0.322219,2.271447,8.611863
293.0,2.200000e+00,1.834147e+01,6.044098e+00,293.000000,6.415853e+01,0.342423,2.258714,8.611863
293.0,2.300000e+00,1.894050e+01,5.936223e+00,293.000000,6.355950e+01,0.361728,2.246894,8.611863
293.0,2.400000e+00,1.952899e+01,5.833261e+00,293.000000,6.297101e+01,0.380211,2.235893,8.611863
293.0,2.500000e+00,2.010740e+01,5.734824e+00,293.000000,6.239260e+01,0.397940,2.225633,8.611863
293.0,2.600000e+00,2.067619e+01,5.640568e+00,293.000000,6.182381e+01,0.414973,2.216044,8.611863
293.0,2.700000e+00,2.123574e+01,5.550186e+00,293.000000,6.126426e+01,0.431364,2.207066,8.611863
293.0,2.800000e+00,2.178643e+01,5.463406e+00,293.000000,6.071357e+01,0.447158,2.198645,8.611863
293.0,2.900000e+00,2.232862e+01,5.379983e+00,293.000000,6.017138e+01,0.462398,2.190734,8.611863
293.0,3.000000e+00,2.286262e+01,5.299698e+00,293.000000,5.963738e+01,0.477121,2.183292,8.611863
293.0,3.100000e+00,2.338873e+01,5.222351e+00,293.000000,5.911127e+01,0.491362,2.176281,8.611863
293.0,3.200000e+00,2.390725e+01,5.147761e+00,293.000000,5.859275e+01,0.505150,2.169668,8.611863
293.0,3.300000e+00,2.441845e+01,5.075766e+00,293.000000,5.808155e+01,0.518514,2.163423,8.611863
293.0,3.400000e+00,2.492256e+01,5.006215e+00,293.000000,5.757744e+01,0.531479,2.157519,8.611863
293.0,3.500000e+00,2.541983e+01,4.938971e+00,293.000000,5.708017e+01,0.544068,2.151932,8.611863
293.0,3.600000e+00,2.591049e+01,4.873909e+00,293.000000,5.658951e+01,0.556303,2.146639,8.611863
293.0,3.700000e+00,2.639475e+01,4.810914e+00,293.000000,5.610525e+01,0.568202,2.141620,8.611863
293.0,3.800000e+00,2.687280e+01,4.749878e+00,293.000000,5.562720e+01,0.579784,2.136858,8.611863
293.0,3.900000e+00,2.734485e+01,4.690704e+00,293.000000,5.515515e+01,0.591065,2.132335,8.611863
293.0,4.000000e+00,2.781106e+01,4.633367e+00,293.000000,5.468894e+01,0.602060,2.128604,8.611863
293.0,4.100000e+00,2.827166e+01,4.578574e+00,293.000000,5.422834e+01,0.612784,2.127356,8.611863
293.0,4.200000e+00,2.872695e+01,4.527326e+00,293.000000,5.377305e+01,0.623249,2.128408,8.611863
293.0,4.300000e+00,2.917732e+01,4.480384e+00,293.000000,5.332268e+01,0.633468,2.131460,8.611863
293.0,4.400000e+00,2.962323e+01,4.438315e+00,293.000000,5.287677e+01,0.643453,2.136247,8.611863
293.0,4.500000e+00,3.006520e+01,4.401520e+00,293.000000,5.243480e+01,0.653213,2.142532,8.611863
293.0,4.600000e+00,3.050376e+01,4.370271e+00,293.000000,5.199624e+01,0.662758,2.150109,8.611863
293.0,4.700000e+00,3.093947e+01,4.344730e+00,293.000000,5.156053e+01,0.672098,2.158795,8.611863
293.0,4.800000e+00,3.137292e+01,4.324974e+00,293.000000,5.112708e+01,0.681241,2.168429,8.611863
293.0,4.900000e+00,3.180467e+01,4.311011e+00,293.000000,5.069533e+01,0.690196,2.178872,8.611863
293.0,5.000000e+00,3.223532e+01,4.302791e+00,293.000000,5.026468e+01,0.698970,2.190000,8.611863
293.0,5.100000e+00,3.266543e+01,4.300221e+00,293.000000,4.983457e+01,0.707570,2.201708,8.611863
293.0,5.200000e+00,3.309555e+01,4.303172e+00,293.000000,4.940445e+01,0.716003,2.213903,8.611863
293.0,5.300000e+00,3.352623e+01,4.311486e+00,293.000000,4.897377e+01,0.724276,2.226504,8.611863
293.0,5.400000e+00,3.395801e+01,4.324985e+00,293.000000,4.854199e+01,0.732394,2.239444,8.611863
293.0,5.500000e+00,3.439138e+01,4.343475e+00,293.000000,4.810862e+01,0.740363,2.252663,8.611863
293.0,5.600000e+00,3.482684e+01,4.366752e+00,293.000000,4.767316e+01,0.748188,2.266113,8.611863
293.0,5.700000e+00,3.526486e+01,4.394602e+00,293.000000,4.723514e+01,0.755875,2.279751,8.611863
293.0,5.800000e+00,3.570588e+01,4.426808e+00,293.000000,4.679412e+01,0.763428,2.293545,8.611863
293.0,5.900000e+00,3.615032e+01,4.463153e+00,293.000000,4.634968e+01,0.770852,2.307467,8.611863
293.0,6.000000e+00,3.659860e+01,4.503420e+00,293.000000,4.590140e+01,0.778151,2.321496,8.611863
293.0,6.100000e+00,3.705109e+01,4.547396e+00,293.000000,4.544891e+01,0.785330,2.335617,8.611863
293.0,6.200000e+00,3.750815e+01,4.594871e+00,293.000000,4.499185e+01,0.792392,2.349820,8.611863
293.0,6.300000e+00,3.797013e+01,4.645645e+00,293.000000,4.452987e+01,0.799341,2.364100,8.611863
293.0,6.400000e+00,3.843733e+01,4.699522e+00,293.000000,4.406267e+01,0.806180,2.378455,8.611863
293.0,6.500000e+00,3.891007e+01,4.756316e+00,293.000000,4.358993e+01,0.812913,2.392888,8.611863
293.0,6.600000e+00,3.938863e+01,4.815853e+00,293.000000,4.311137e+01,0.819544,2.407406,8.611863
293.0,6.700000e+00,3.987327e+01,4.877967e+00,293.000000,4.262673e+01,0.826075,2.422019,8.611863
293.0,6.800000e+00,4.036424e+01,4.942502e+00,293.000000,4.213576e+01,0.832509,2.436738,8.611863
293.0,6.900000e+00,4.086178e+01,5.009315e+00,293.000000,4.163822e+01,0.838849,2.451580,8.611863
293.0,7.000000e+00,4.136611e+01,5.078275e+00,293.000000,4.113389e+01,0.845098,2.466563,8.611863
293.0,7.100000e+00,4.187743e+01,5.149260e+00,293.000000,4.062257e+01,0.851258,2.481708,8.611863
293.0,7.200000e+00,4.239595e+01,5.222164e+00,293.000000,4.010405e+01,0.857332,2.497036,8.611863
293.0,7.300000e+00,4.292185e+01,5.296889e+00,293.000000,3.957815e+01,0.863323,2.512574,8.611863
293.0,7.400000e+00,4.345531e+01,5.373349e+00,293.000000,3.904469e+01,0.869232,2.528347,8.611863
293.0,7.500000e+00,4.399650e+01,5.451472e+00,293.000000,3.850350e+01,0.875061,2.544386,8.611863
293.0,7.600000e+00,4.454558e+01,5.531195e+00,293.000000,3.795442e+01,0.880814,2.560718,8.611863
293.0,7.700000e+00,4.510271e+01,5.612468e+00,293.000000,3.739729e+01,0.886491,2.577379,8.611863
293.0,7.800000e+00,4.566804e+01,5.695249e+00,293.000000,3.683196e+01,0.892095,2.594399,8.611863
293.0,7.900000e+00,4.624172e+01,5.779509e+00,293.000000,3.625828e+01,0.897627,2.611817,8.611863
293.0,8.000000e+00,4.682391e+01,5.865228e+00,293.000000,3.567609e+01,0.903090,2.629668,8.611863
293.0,8.100000e+00,4.741473e+01,5.952397e+00,293.000000,3.508527e+01,0.908485,2.647993,8.611863
293.0,8.200000e+00,4.801435e+01,6.041015e+00,293.000000,3.448565e+01,0.913814,2.666832,8.611863
293.0,8.300000e+00,4.862289e+01,6.131092e+00,293.000000,3.387711e+01,0.919078,2.686229,8.611863
293.0,8.400000e+00,4.924052e+01,6.222646e+00,293.000000,3.325948e+01,0.924279,2.706229,8.611863
293.0,8.500000e+00,4.986738e+01,6.315705e+00,293.000000,3.263262e+01,0.929419,2.726880,8.611863
293.0,8.600000e+00,5.050362e+01,6.410305e+00,293.000000,3.199638e+01,0.934498,2.748234,8.611863
293.0,8.700000e+00,5.114940e+01,6.506492e+00,293.000000,3.135060e+01,0.939519,2.770344,8.611863
293.0,8.800000e+00,5.180488e+01,6.604318e+00,293.000000,3.069512e+01,0.944483,2.793268,8.611863
293.0,8.900000e+00,5.247022e+01,6.703848e+00,293.000000,3.002978e+01,0.949390,2.817068,8.611863
293.0,9.000000e+00,5.314560e+01,6.805152e+00,293.000000,2.935440e+01,0.954243,2.841810,8.611863
293.0,9.100000e+00,5.383121e+01,6.908311e+00,293.000000,2.866879e+01,0.959041,2.867564,8.611863
293.0,9.200000e+00,5.452723e+01,7.013416e+00,293.000000,2.797277e+01,0.963788,2.894408,8.611863
293.0,9.300000e+00,5.523386e+01,7.120567e+00,293.000000,2.726614e+01,0.968483,2.922426,8.611863
293.0,9.400000e+00,5.595130e+01,7.229874e+00,293.000000,2.654870e+01,0.973128,2.951708,8.611863
293.0,9.500000e+00,5.667980e+01,7.341460e+00,293.000000,2.582020e+01,0.977724,2.982356,8.611863
293.0,9.600000e+00,5.741956e+01,7.455458e+00,293.000000,2.508044e+01,0.982271,3.014479,8.611863
293.0,9.700000e+00,5.817086e+01,7.572017e+00,293.000000,2.432914e+01,0.986772,3.048200,8.611863
293.0,9.800000e+00,5.893394e+01,7.691297e+00,293.000000,2.356606e+01,0.991226,3.083655,8.611863
293.0,9.900000e+00,5.970909e+01,7.813479e+00,293.000000,2.279091e+01,0.995635,3.120996,8.611863
293.0,1.000000e+01,6.049662e+01,7.938758e+00,293.000000,2.200338e+01,1.000000,3.160395,8.611863
293.0,1.010000e+01,6.129683e+01,8.067351e+00,293.000000,2.120317e+01,1.004321,3.202045,8.611863
293.0,1.020000e+01,6.211007e+01,8.199500e+00,293.000000,2.038993e+01,1.008600,3.246167,8.611863
293.0,1.030000e+01,6.293672e+01,8.335474e+00,293.000000,1.956328e+01,1.012837,3.293013,8.611863
293.0,1.040000e+01,6.377717e+01,8.475572e+00,293.000000,1.872283e+01,1.017033,3.342876,8.611863
293.0,1.050000e+01,6.463184e+01,8.620132e+00,293.000000,1.786816e+01,1.021189,3.396094,8.611863
293.0,1.060000e+01,6.550121e+01,8.769535e+00,293.000000,1.699879e+01,1.025306,3.453064,8.611863
293.0,1.070000e+01,6.638577e+01,8.924215e+00,293.000000,1.611423e+01,1.029384,3.514256,8.611863
293.0,1.080000e+01,6.728609e+01,9.084667e+00,293.000000,1.521391e+01,1.033424,3.580231,8.611863
293.0,1.090000e+01,6.820275e+01,9.251467e+00,293.000000,1.429725e+01,1.037426,3.651667,8.611863
293.0,1.100000e+01,6.913644e+01,9.425282e+00,293.000000,1.336356e+01,1.041393,3.729392,8.611863
293.0,1.110000e+01,7.008789e+01,9.606902e+00,293.000000,1.241211e+01,1.045323,3.814436,8.611863
293.0,1.120000e+01,7.105793e+01,9.797265e+00,293.000000,1.144207e+01,1.049218,3.908099,8.611863
293.0,1.130000e+01,7.204748e+01,9.997509e+00,293.000000,1.045252e+01,1.053078,4.012052,8.611863
293.0,1.140000e+01,7.305760e+01,1.020903e+01,293.000000,9.442399e+00,1.056905,4.128502,8.611863
293.0,1.150000e+01,7.408950e+01,1.043359e+01,293.000000,8.410498e+00,1.060698,4.260443,8.611863
293.0,1.160000e+01,7.514460e+01,1.067344e+01,293.000000,7.355405e+00,1.064458,4.412082,8.611863
293.0,1.170000e+01,7.622455e+01,1.093158e+01,293.000000,6.275450e+00,1.068186,4.589618,8.611863
293.0,1.180000e+01,7.733139e+01,1.121217e+01,293.000000,5.168611e+00,1.071882,4.802749,8.611863
303.0,0.000000e+00,4.966081e-02,0.000000e+00,303.000000,8.245034e+01,-20.000000,11.746115,11.746115
303.0,1.000000e-01,1.603416e+00,1.562299e+01,303.000000,8.089658e+01,-1.000000,4.505398,11.746115
303.0,2.000000e-01,3.073130e+00,1.391958e+01,303.000000,7.942687e+01,-0.698970,3.835476,11.746115
303.0,3.000000e-01,4.409479e+00,1.286375e+01,303.000000,7.809052e+01,-0.522879,3.508582,11.746115
303.0,4.000000e-01,5.656417e+00,1.210270e+01,303.000000,7.684358e+01,-0.397940,3.301172,11.746115
303.0,5.000000e-01,6.836199e+00,1.150868e+01,303.000000,7.566380e+01,-0.301030,3.153083,11.746115
303.0,6.000000e-01,7.962244e+00,1.102200e+01,303.000000,7.453776e+01,-0.221849,3.039898,11.746115
303.0,7.000000e-01,9.043527e+00,1.061007e+01,303.000000,7.345647e+01,-0.154902,2.949458,11.746115
303.0,8.000000e-01,1.008647e+01,1.025315e+01,303.000000,7.241353e+01,-0.096910,2.874886,11.746115
303.0,9.000000e-01,1.109589e+01,9.938411e+00,303.000000,7.140411e+01,-0.045757,2.811945,11.746115
303.0,1.000000e+00,1.207556e+01,9.657033e+00,303.000000,7.042444e+01,-0.000000,2.757854,11.746115
303.0,1.100000e+00,1.302847e+01,9.402701e+00,303.000000,6.947153e+01,0.041393,2.710692,11.746115
303.0,1.200000e+00,1.395709e+01,9.170740e+00,303.000000,6.854291e+01,0.079181,2.669089,11.746115
303.0,1.300000e+00,1.486347e+01,8.957587e+00,303.000000,6.763653e+01,0.113943,2.632028,11.746115
303.0,1.400000e+00,1.574934e+01,8.760472e+00,303.000000,6.675066e+01,0.146128,2.598741,11.746115
303.0,1.500000e+00,1.661621e+01,8.577193e+00,303.000000,6.588379e+01,0.176091,2.568632,11.746115
303.0,1.600000e+00,1.746536e+01,8.405974e+00,303.000000,6.503464e+01,0.204120,2.541233,11.746115
303.0,1.700000e+00,1.829792e+01,8.245361e+00,303.000000,6.420208e+01,0.230449,2.516165,11.746115
303.0,1.800000e+00,1.911490e+01,8.094149e+00,303.000000,6.338510e+01,0.255273,2.493123,11.746115
303.0,1.900000e+00,1.991718e+01,7.951327e+00,303.000000,6.258282e+01,0.278754,2.471856,11.746115
303.0,2.000000e+00,2.070556e+01,7.816041e+00,303.000000,6.179444e+01,0.301030,2.452153,11.746115
303.0,2.100000e+00,2.148075e+01,7.687559e+00,303.000000,6.101925e+01,0.322219,2.433838,11.746115
303.0,2.200000e+00,2.224340e+01,7.565255e+00,303.000000,6.025660e+01,0.342423,2.416763,11.746115
303.0,2.300000e+00,2.299411e+01,7.448582e+00,303.000000,5.950589e+01,0.361728,2.400800,11.746115
303.0,2.400000e+00,2.373340e+01,7.337065e+00,303.000000,5.876660e+01,0.380211,2.385840,11.746115
303.0,2.500000e+00,2.446179e+01,7.230288e+00,303.000000,5.803821e+01,0.397940,2.371787,11.746115
303.0,2.600000e+00,2.517971e+01,7.127881e+00,303.000000,5.732029e+01,0.414973,2.358559,11.746115
303.0,2.700000e+00,2.588760e+01,7.029519e+00,303.000000,5.661240e+01,0.431364,2.346083,11.746115
303.0,2.800000e+00,2.658584e+01,6.934910e+00,303.000000,5.591416e+01,0.447158,2.334297,11.746115
303.0,2.900000e+00,2.727479e+01,6.843793e+00,303.000000,5.522521e+01,0.462398,2.323142,11.746115
303.0,3.000000e+00,2.795480e+01,6.756085e+00,303.000000,5.454520e+01,0.477121,2.313849,11.746115
303.0,3.100000e+00,2.862626e+01,6.673312e+00,303.000000,5.387374e+01,0.491362,2.310088,11.746115
303.0,3.200000e+00,2.928977e+01,6.597495e+00,303.000000,5.321023e+01,0.505150,2.311263,11.746115
303.0,3.300000e+00,2.994610e+01,6.530011e+00,303.000000,5.255390e+01,0.518514,2.316579,11.746115
303.0,3.400000e+00,3.059614e+01,6.471736e+00,303.000000,5.190386e+01,0.531479,2.325370,11.746115
303.0,3.500000e+00,3.124083e+01,6.423180e+00,303.000000,5.125917e+01,0.544068,2.337080,11.746115
303.0,3.600000e+00,3.188115e+01,6.384575e+00,303.000000,5.061885e+01,0.556303,2.351240,11.746115
303.0,3.700000e+00,3.251811e+01,6.355952e+00,303.000000,4.998189e+01,0.568202,2.367463,11.746115
303.0,3.800000e+00,3.315270e+01,6.337194e+00,303.000000,4.934730e+01,0.579784,2.385421,11.746115
303.0,3.900000e+00,3.378589e+01,6.328077e+00,303.000000,4.871411e+01,0.591065,2.404847,11.746115
303.0,4.000000e+00,3.441863e+01,6.328301e+00,303.000000,4.808137e+01,0.602060,2.425515,11.746115
303.0,4.100000e+00,3.505184e+01,6.337517e+00,303.000000,4.744816e+01,0.612784,2.447241,11.746115
303.0,4.200000e+00,3.568640e+01,6.355338e+00,303.000000,4.681360e+01,0.623249,2.469874,11.746115
303.0,4.300000e+00,3.632316e+01,6.381362e+00,303.000000,4.617684e+01,0.633468,2.493291,11.746115
303.0,4.400000e+00,3.696291e+01,6.415175e+00,303.000000,4.553709e+01,0.643453,2.517394,11.746115
303.0,4.500000e+00,3.760640e+01,6.456363e+00,303.000000,4.489360e+01,0.653213,2.542106,11.746115
303.0,4.600000e+00,3.825437e+01,6.504519e+00,303.000000,4.424563e+01,0.662758,2.567369,11.746115
303.0,4.700000e+00,3.890747e+01,6.559248e+00,303.000000,4.359253e+01,0.672098,2.593141,11.746115
303.0,4.800000e+00,3.956636e+01,6.620167e+00,303.000000,4.293364e+01,0.681241,2.619396,11.746115
303.0,4.900000e+00,4.023164e+01,6.686914e+00,303.000000,4.226836e+01,0.690196,2.646118,11.746115
303.0,5.000000e+00,4.090386e+01,6.759145e+00,303.000000,4.159614e+01,0.698970,2.673305,11.746115
303.0,5.100000e+00,4.158356e+01,6.836538e+00,303.000000,4.091644e+01,0.707570,2.700966,11.746115
303.0,5.200000e+00,4.227125e+01,6.918797e+00,303.000000,4.022875e+01,0.716003,2.729117,11.746115
303.0,5.300000e+00,4.296739e+01,7.005646e+00,303.000000,3.953261e+01,0.724276,2.757785,11.746115
303.0,5.400000e+00,4.367244e+01,7.096837e+00,303.000000,3.882756e+01,0.732394,2.787004,11.746115
303.0,5.500000e+00,4.438680e+01,7.192145e+00,303.000000,3.811320e+01,0.740363,2.816818,11.746115
303.0,5.600000e+00,4.511090e+01,7.291371e+00,303.000000,3.738910e+01,0.748188,2.847276,11.746115
303.0,5.700000e+00,4.584510e+01,7.394342e+00,303.000000,3.665490e+01,0.755875,2.878437,11.746115
303.0,5.800000e+00,4.658978e+01,7.500908e+00,303.000000,3.591022e+01,0.763428,2.910365,11.746115
303.0,5.900000e+00,4.734529e+01,7.610945e+00,303.000000,3.515471e+01,0.770852,2.943133,11.746115
303.0,6.000000e+00,4.811197e+01,7.724356e+00,303.000000,3.438803e+01,0.778151,2.976821,11.746115
303.0,6.100000e+00,4.889016e+01,7.841066e+00,303.000000,3.360984e+01,0.785330,3.011518,11.746115
303.0,6.200000e+00,4.968017e+01,7.961025e+00,303.000000,3.281983e+01,0.792392,3.047320,11.746115
303.0,6.300000e+00,5.048235e+01,8.084208e+00,303.000000,3.201765e+01,0.799341,3.084335,11.746115
303.0,6.400000e+00,5.129700e+01,8.210616e+00,303.000000,3.120300e+01,0.806180,3.122679,11.746115
303.0,6.500000e+00,5.212445e+01,8.340271e+00,303.000000,3.037555e+01,0.812913,3.162480,11.746115
303.0,6.600000e+00,5.296503e+01,8.473224e+00,303.000000,2.953497e+01,0.819544,3.203880,11.746115
303.0,6.700000e+00,5.381907e+01,8.609550e+00,303.000000,2.868093e+01,0.826075,3.247034,11.746115
303.0,6.800000e+00,5.468692e+01,8.749351e+00,303.000000,2.781308e+01,0.832509,3.292115,11.746115
303.0,6.900000e+00,5.556892e+01,8.892758e+00,303.000000,2.693108e+01,0.838849,3.339316,11.746115
303.0,7.000000e+00,5.646545e+01,9.039930e+00,303.000000,2.603455e+01,0.845098,3.388852,11.746115
303.0,7.100000e+00,5.737689e+01,9.191058e+00,303.000000,2.512311e+01,0.851258,3.440966,11.746115
303.0,7.200000e+00,5.830365e+01,9.346371e+00,303.000000,2.419635e+01,0.857332,3.495932,11.746115
303.0,7.300000e+00,5.924616e+01,9.506131e+00,303.000000,2.325384e+01,0.863323,3.554062,11.746115
303.0,7.400000e+00,6.020487e+01,9.670647e+00,303.000000,2.229513e+01,0.869232,3.615716,11.746115
303.0,7.500000e+00,6.118029e+01,9.840275e+00,303.000000,2.131971e+01,0.875061,3.681309,11.746115
303.0,7.600000e+00,6.217294e+01,1.001543e+01,303.000000,2.032706e+01,0.880814,3.751326,11.746115
303.0,7.700000e+00,6.318340e+01,1.019658e+01,303.000000,1.931660e+01,0.886491,3.826335,11.746115
303.0,7.800000e+00,6.421229e+01,1.038429e+01,303.000000,1.828771e+01,0.892095,3.907016,11.746115
303.0,7.900000e+00,6.526030e+01,1.057921e+01,303.000000,1.723970e+01,0.897627,3.994183,11.746115
303.0,8.000000e+00,6.632820e+01,1.078210e+01,303.000000,1.617180e+01,0.903090,4.088828,11.746115
303.0,8.100000e+00,6.741681e+01,1.099385e+01,303.000000,1.508319e+01,0.908485,4.192177,11.746115
303.0,8.200000e+00,6.852708e+01,1.121555e+01,303.000000,1.397292e+01,0.913814,4.305767,11.746115
303.0,8.300000e+00,6.966007e+01,1.144851e+01,303.000000,1.283993e+01,0.919078,4.431566,11.746115
303.0,8.400000e+00,7.081697e+01,1.169433e+01,303.000000,1.168303e+01,0.924279,4.572143,11.746115
303.0,8.500000e+00,7.199918e+01,1.195502e+01,303.000000,1.050082e+01,0.929419,4.730950,11.746115
303.0,8.600000e+00,7.320829e+01,1.223316e+01,303.000000,9.291711e+00,0.934498,4.912772,11.746115
303.0,8.700000e+00,7.444621e+01,1.253213e+01,303.000000,8.053787e+00,0.939519,5.124525,11.746115
303.0,8.800000e+00,7.571525e+01,1.285657e+01,303.000000,6.784750e+00,0.944483,5.376739,11.746115
303.0,8.900000e+00,7.701825e+01,1.321310e+01,303.000000,5.481748e+00,0.949390,5.686669,11.746115
303.0,9.000000e+00,7.835889e+01,1.361192e+01,303.000000,4.141105e+00,0.954243,6.085702,11.746115
313.0,0.000000e+00,3.377394e-02,0.000000e+00,313.000000,8.246623e+01,-20.000000,15.679186,15.679186
313.0,1.000000e-01,1.899129e+00,1.780386e+01,313.000000,8.060087e+01,-1.000000,5.051187,15.679186
313.0,2.000000e-01,3.571788e+00,1.584177e+01,313.000000,7.892821e+01,-0.698970,4.284458,15.679186
313.0,3.000000e-01,5.094188e+00,1.467248e+01,313.000000,7.740581e+01,-0.522879,3.905466,15.679186
313.0,4.000000e-01,6.518323e+00,1.384185e+01,313.000000,7.598168e+01,-0.397940,3.663319,15.679186
