T0_K,time_us,R_um,Rdot_m_s,T_drop_K,film_thick_um,log10_time_us,Pb_bar,P_sat_bar
273.0,2.450000e+01,4.225818e+01,2.009143e+00,273.000000,4.024182e+01,1.389166,2.100909,4.294002
273.0,2.460000e+01,4.245991e+01,2.025725e+00,273.000000,4.004009e+01,1.390935,2.102523,4.294002
273.0,2.470000e+01,4.266331e+01,2.042571e+00,273.000000,3.983669e+01,1.392697,2.104173,4.294002
273.0,2.480000e+01,4.286842e+01,2.059683e+00,273.000000,3.963158e+01,1.394452,2.105860,4.294002
273.0,2.490000e+01,4.307524e+01,2.077065e+00,273.000000,3.942476e+01,1.396199,2.107583,4.294002
273.0,2.500000e+01,4.328382e+01,2.094720e+00,273.000000,3.921618e+01,1.397940,2.109345,4.294002
273.0,2.510000e+01,4.349418e+01,2.112653e+00,273.000000,3.900582e+01,1.399674,2.111145,4.294002
273.0,2.520000e+01,4.370634e+01,2.130865e+00,273.000000,3.879366e+01,1.401401,2.112984,4.294002
273.0,2.530000e+01,4.392034e+01,2.149361e+00,273.000000,3.857966e+01,1.403121,2.114864,4.294002
273.0,2.540000e+01,4.413621e+01,2.168145e+00,273.000000,3.836379e+01,1.404834,2.116785,4.294002
273.0,2.550000e+01,4.435396e+01,2.187219e+00,273.000000,3.814604e+01,1.406540,2.118749,4.294002
273.0,2.560000e+01,4.457364e+01,2.206588e+00,273.000000,3.792636e+01,1.408240,2.120756,4.294002
273.0,2.570000e+01,4.479527e+01,2.226255e+00,273.000000,3.770473e+01,1.409933,2.122807,4.294002
273.0,2.580000e+01,4.501888e+01,2.246224e+00,273.000000,3.748112e+01,1.411620,2.124904,4.294002
273.0,2.590000e+01,4.524450e+01,2.266498e+00,273.000000,3.725550e+01,1.413300,2.127048,4.294002
273.0,2.600000e+01,4.547217e+01,2.287084e+00,273.000000,3.702783e+01,1.414973,2.129240,4.294002
273.0,2.610000e+01,4.570191e+01,2.307983e+00,273.000000,3.679809e+01,1.416641,2.131482,4.294002
273.0,2.620000e+01,4.593376e+01,2.329201e+00,273.000000,3.656624e+01,1.418301,2.133775,4.294002
273.0,2.630000e+01,4.616774e+01,2.350742e+00,273.000000,3.633226e+01,1.419956,2.136121,4.294002
273.0,2.640000e+01,4.640389e+01,2.372611e+00,273.000000,3.609611e+01,1.421604,2.138520,4.294002
273.0,2.650000e+01,4.664225e+01,2.394813e+00,273.000000,3.585775e+01,1.423246,2.140976,4.294002
273.0,2.660000e+01,4.688285e+01,2.417352e+00,273.000000,3.561715e+01,1.424882,2.143489,4.294002
273.0,2.670000e+01,4.712571e+01,2.440235e+00,273.000000,3.537429e+01,1.426511,2.146062,4.294002
273.0,2.680000e+01,4.737088e+01,2.463465e+00,273.000000,3.512912e+01,1.428135,2.148697,4.294002
273.0,2.690000e+01,4.761839e+01,2.487050e+00,273.000000,3.488161e+01,1.429752,2.151394,4.294002
273.0,2.700000e+01,4.786828e+01,2.510995e+00,273.000000,3.463172e+01,1.431364,2.154157,4.294002
273.0,2.710000e+01,4.812058e+01,2.535305e+00,273.000000,3.437942e+01,1.432969,2.156988,4.294002
273.0,2.720000e+01,4.837533e+01,2.559988e+00,273.000000,3.412467e+01,1.434569,2.159888,4.294002
273.0,2.730000e+01,4.863256e+01,2.585050e+00,273.000000,3.386744e+01,1.436163,2.162860,4.294002
273.0,2.740000e+01,4.889233e+01,2.610497e+00,273.000000,3.360767e+01,1.437751,2.165907,4.294002
273.0,2.750000e+01,4.915465e+01,2.636336e+00,273.000000,3.334535e+01,1.439333,2.169031,4.294002
273.0,2.760000e+01,4.941958e+01,2.662576e+00,273.000000,3.308042e+01,1.440909,2.172235,4.294002
273.0,2.770000e+01,4.968715e+01,2.689224e+00,273.000000,3.281285e+01,1.442480,2.175521,4.294002
273.0,2.780000e+01,4.995741e+01,2.716287e+00,273.000000,3.254259e+01,1.444045,2.178892,4.294002
273.0,2.790000e+01,5.023040e+01,2.743773e+00,273.000000,3.226960e+01,1.445604,2.182352,4.294002
273.0,2.800000e+01,5.050615e+01,2.771692e+00,273.000000,3.199385e+01,1.447158,2.185903,4.294002
273.0,2.810000e+01,5.078472e+01,2.800052e+00,273.000000,3.171528e+01,1.448706,2.189548,4.294002
273.0,2.820000e+01,5.106615e+01,2.828863e+00,273.000000,3.143385e+01,1.450249,2.193292,4.294002
273.0,2.830000e+01,5.135048e+01,2.858133e+00,273.000000,3.114952e+01,1.451786,2.197136,4.294002
273.0,2.840000e+01,5.163776e+01,2.887873e+00,273.000000,3.086224e+01,1.453318,2.201086,4.294002
273.0,2.850000e+01,5.192804e+01,2.918094e+00,273.000000,3.057196e+01,1.454845,2.205144,4.294002
273.0,2.860000e+01,5.222137e+01,2.948804e+00,273.000000,3.027863e+01,1.456366,2.209315,4.294002
273.0,2.870000e+01,5.251779e+01,2.980017e+00,273.000000,2.998221e+01,1.457882,2.213603,4.294002
273.0,2.880000e+01,5.281736e+01,3.011743e+00,273.000000,2.968264e+01,1.459392,2.218013,4.294002
273.0,2.890000e+01,5.312012e+01,3.043994e+00,273.000000,2.937988e+01,1.460898,2.222547,4.294002
273.0,2.900000e+01,5.342614e+01,3.076782e+00,273.000000,2.907386e+01,1.462398,2.227213,4.294002
273.0,2.910000e+01,5.373546e+01,3.110121e+00,273.000000,2.876454e+01,1.463893,2.232014,4.294002
273.0,2.920000e+01,5.404815e+01,3.144023e+00,273.000000,2.845185e+01,1.465383,2.236955,4.294002
273.0,2.930000e+01,5.436425e+01,3.178503e+00,273.000000,2.813575e+01,1.466868,2.242042,4.294002
273.0,2.940000e+01,5.468384e+01,3.213574e+00,273.000000,2.781616e+01,1.468347,2.247281,4.294002
273.0,2.950000e+01,5.500695e+01,3.249252e+00,273.000000,2.749305e+01,1.469822,2.252678,4.294002
273.0,2.960000e+01,5.533367e+01,3.285553e+00,273.000000,2.716633e+01,1.471292,2.258239,4.294002
273.0,2.970000e+01,5.566405e+01,3.322493e+00,273.000000,2.683595e+01,1.472756,2.263971,4.294002
273.0,2.980000e+01,5.599815e+01,3.360087e+00,273.000000,2.650185e+01,1.474216,2.269880,4.294002
273.0,2.990000e+01,5.633605e+01,3.398355e+00,273.000000,2.616395e+01,1.475671,2.275975,4.294002
273.0,3.000000e+01,5.667781e+01,3.437314e+00,273.000000,2.582219e+01,1.477121,2.282262,4.294002
273.0,3.010000e+01,5.702350e+01,3.476983e+00,273.000000,2.547650e+01,1.478566,2.288750,4.294002
273.0,3.020000e+01,5.737319e+01,3.517383e+00,273.000000,2.512681e+01,1.480007,2.295448,4.294002
273.0,3.030000e+01,5.772696e+01,3.558534e+00,273.000000,2.477304e+01,1.481443,2.302365,4.294002
273.0,3.040000e+01,5.808488e+01,3.600457e+00,273.000000,2.441512e+01,1.482874,2.309510,4.294002
273.0,3.050000e+01,5.844704e+01,3.643176e+00,273.000000,2.405296e+01,1.484300,2.316894,4.294002
273.0,3.060000e+01,5.881350e+01,3.686714e+00,273.000000,2.368650e+01,1.485721,2.324528,4.294002
273.0,3.070000e+01,5.918436e+01,3.731097e+00,273.000000,2.331564e+01,1.487138,2.332424,4.294002
273.0,3.080000e+01,5.955970e+01,3.776350e+00,273.000000,2.294030e+01,1.488551,2.340594,4.294002
273.0,3.090000e+01,5.993962e+01,3.822500e+00,273.000000,2.256038e+01,1.489958,2.349050,4.294002
273.0,3.100000e+01,6.032419e+01,3.869578e+00,273.000000,2.217581e+01,1.491362,2.357808,4.294002
273.0,3.110000e+01,6.071352e+01,3.917612e+00,273.000000,2.178648e+01,1.492760,2.366883,4.294002
273.0,3.120000e+01,6.110770e+01,3.966635e+00,273.000000,2.139230e+01,1.494155,2.376290,4.294002
273.0,3.130000e+01,6.150683e+01,4.016681e+00,273.000000,2.099317e+01,1.495544,2.386047,4.294002
273.0,3.140000e+01,6.191102e+01,4.067784e+00,273.000000,2.058898e+01,1.496930,2.396172,4.294002
273.0,3.150000e+01,6.232037e+01,4.119984e+00,273.000000,2.017963e+01,1.498311,2.406686,4.294002
273.0,3.160000e+01,6.273500e+01,4.173319e+00,273.000000,1.976500e+01,1.499687,2.417610,4.294002
273.0,3.170000e+01,6.315502e+01,4.227832e+00,273.000000,1.934498e+01,1.501059,2.428968,4.294002
273.0,3.180000e+01,6.358055e+01,4.283568e+00,273.000000,1.891945e+01,1.502427,2.440785,4.294002
273.0,3.190000e+01,6.401172e+01,4.340573e+00,273.000000,1.848828e+01,1.503791,2.453087,4.294002
273.0,3.200000e+01,6.444865e+01,4.398901e+00,273.000000,1.805135e+01,1.505150,2.465906,4.294002
273.0,3.210000e+01,6.489149e+01,4.458603e+00,273.000000,1.760851e+01,1.506505,2.479274,4.294002
273.0,3.220000e+01,6.534036e+01,4.519739e+00,273.000000,1.715964e+01,1.507856,2.493226,4.294002
273.0,3.230000e+01,6.579542e+01,4.582371e+00,273.000000,1.670458e+01,1.509203,2.507800,4.294002
273.0,3.240000e+01,6.625682e+01,4.646565e+00,273.000000,1.624318e+01,1.510545,2.523040,4.294002
273.0,3.250000e+01,6.672472e+01,4.712394e+00,273.000000,1.577528e+01,1.511883,2.538993,4.294002
273.0,3.260000e+01,6.719929e+01,4.779934e+00,273.000000,1.530071e+01,1.513218,2.555711,4.294002
273.0,3.270000e+01,6.768070e+01,4.849271e+00,273.000000,1.481930e+01,1.514548,2.573251,4.294002
273.0,3.280000e+01,6.816914e+01,4.920496e+00,273.000000,1.433086e+01,1.515874,2.591679,4.294002
273.0,3.290000e+01,6.866479e+01,4.993707e+00,273.000000,1.383521e+01,1.517196,2.611065,4.294002
273.0,3.300000e+01,6.916788e+01,5.069013e+00,273.000000,1.333212e+01,1.518514,2.631490,4.294002
273.0,3.310000e+01,6.967859e+01,5.146534e+00,273.000000,1.282141e+01,1.519828,2.653047,4.294002
273.0,3.320000e+01,7.019718e+01,5.226398e+00,273.000000,1.230282e+01,1.521138,2.675837,4.294002
273.0,3.330000e+01,7.072388e+01,5.308752e+00,273.000000,1.177612e+01,1.522444,2.699979,4.294002
273.0,3.340000e+01,7.125894e+01,5.393755e+00,273.000000,1.124106e+01,1.523746,2.725608,4.294002
273.0,3.350000e+01,7.180264e+01,5.481585e+00,273.000000,1.069736e+01,1.525045,2.752880,4.294002
273.0,3.360000e+01,7.235527e+01,5.572443e+00,273.000000,1.014473e+01,1.526339,2.781977,4.294002
273.0,3.370000e+01,7.291714e+01,5.666555e+00,273.000000,9.582860e+00,1.527630,2.813114,4.294002
273.0,3.380000e+01,7.348860e+01,5.764176e+00,273.000000,9.011403e+00,1.528917,2.846542,4.294002
273.0,3.390000e+01,7.407000e+01,5.865599e+00,273.000000,8.429998e+00,1.530200,2.882565,4.294002
273.0,3.400000e+01,7.466175e+01,5.971163e+00,273.000000,7.838249e+00,1.531479,2.921553,4.294002
273.0,3.410000e+01,7.526428e+01,6.081262e+00,273.000000,7.235722e+00,1.532754,2.963956,4.294002
273.0,3.420000e+01,7.587806e+01,6.196359e+00,273.000000,6.621942e+00,1.534026,3.010342,4.294002
273.0,3.430000e+01,7.650362e+01,6.317008e+00,273.000000,5.996383e+00,1.535294,3.061434,4.294002
273.0,3.440000e+01,7.714154e+01,6.443883e+00,273.000000,5.358457e+00,1.536558,3.118178,4.294002
273.0,3.450000e+01,7.779250e+01,6.577815e+00,273.000000,4.707502e+00,1.537819,3.181845,4.294002
283.0,0.000000e+00,1.268101e-01,0.000000e+00,283.000000,8.237319e+01,-20.000000,6.163705,6.163705
283.0,1.000000e-01,8.769209e-01,1.009905e+01,283.000000,8.162308e+01,-1.000000,3.634025,6.163705
283.0,2.000000e-01,1.858611e+00,9.441826e+00,283.000000,8.064139e+01,-0.698970,3.091877,6.163705
283.0,3.000000e-01,2.766591e+00,8.734634e+00,283.000000,7.973341e+01,-0.522879,2.845604,6.163705
283.0,4.000000e-01,3.610788e+00,8.163817e+00,283.000000,7.888921e+01,-0.397940,2.695965,6.163705
283.0,5.000000e-01,4.403306e+00,7.696321e+00,283.000000,7.809669e+01,-0.301030,2.592534,6.163705
283.0,6.000000e-01,5.152953e+00,7.303250e+00,283.000000,7.734705e+01,-0.221849,2.515615,6.163705
283.0,7.000000e-01,5.866153e+00,6.965346e+00,283.000000,7.663385e+01,-0.154902,2.455646,6.163705
283.0,8.000000e-01,6.547744e+00,6.669722e+00,283.000000,7.595226e+01,-0.096910,2.407323,6.163705
283.0,9.000000e-01,7.201486e+00,6.407463e+00,283.000000,7.529851e+01,-0.045757,2.367426,6.163705
283.0,1.000000e+00,7.830383e+00,6.172182e+00,283.000000,7.466962e+01,-0.000000,2.333865,6.163705
283.0,1.100000e+00,8.436888e+00,5.959163e+00,283.000000,7.406311e+01,0.041393,2.305215,6.163705
283.0,1.200000e+00,9.023041e+00,5.764828e+00,283.000000,7.347696e+01,0.079181,2.280463,6.163705
283.0,1.300000e+00,9.590569e+00,5.586402e+00,283.000000,7.290943e+01,0.113943,2.258868,6.163705
283.0,1.400000e+00,1.014095e+01,5.421687e+00,283.000000,7.235905e+01,0.146128,2.239870,6.163705
283.0,1.500000e+00,1.067546e+01,5.268918e+00,283.000000,7.182454e+01,0.176091,2.223041,6.163705
283.0,1.600000e+00,1.119523e+01,5.126651e+00,283.000000,7.130477e+01,0.204120,2.208041,6.163705
283.0,1.700000e+00,1.170124e+01,4.993691e+00,283.000000,7.079876e+01,0.230449,2.194603,6.163705
283.0,1.800000e+00,1.219437e+01,4.869039e+00,283.000000,7.030563e+01,0.255273,2.182509,6.163705
283.0,1.900000e+00,1.267542e+01,4.751849e+00,283.000000,6.982458e+01,0.278754,2.171580,6.163705
283.0,2.000000e+00,1.314508e+01,4.641399e+00,283.000000,6.935492e+01,0.301030,2.161669,6.163705
283.0,2.100000e+00,1.360401e+01,4.537069e+00,283.000000,6.889599e+01,0.322219,2.152651,6.163705
283.0,2.200000e+00,1.405278e+01,4.438321e+00,283.000000,6.844722e+01,0.342423,2.144423,6.163705
283.0,2.300000e+00,1.449194e+01,4.344683e+00,283.000000,6.800806e+01,0.361728,2.136896,6.163705
283.0,2.400000e+00,1.492197e+01,4.255743e+00,283.000000,6.757803e+01,0.380211,2.129994,6.163705
283.0,2.500000e+00,1.534332e+01,4.171136e+00,283.000000,6.715668e+01,0.397940,2.123651,6.163705
283.0,2.600000e+00,1.575641e+01,4.090538e+00,283.000000,6.674359e+01,0.414973,2.117811,6.163705
283.0,2.700000e+00,1.616163e+01,4.013658e+00,283.000000,6.633837e+01,0.431364,2.112423,6.163705
283.0,2.800000e+00,1.655933e+01,3.940238e+00,283.000000,6.594067e+01,0.447158,2.107444,6.163705
283.0,2.900000e+00,1.694986e+01,3.870044e+00,283.000000,6.555014e+01,0.462398,2.102836,6.163705
283.0,3.000000e+00,1.733351e+01,3.802863e+00,283.000000,6.516649e+01,0.477121,2.098564,6.163705
283.0,3.100000e+00,1.771059e+01,3.738505e+00,283.000000,6.478941e+01,0.491362,2.094599,6.163705
283.0,3.200000e+00,1.808136e+01,3.676794e+00,283.000000,6.441864e+01,0.505150,2.090914,6.163705
283.0,3.300000e+00,1.844609e+01,3.617571e+00,283.000000,6.405391e+01,0.518514,2.087484,6.163705
283.0,3.400000e+00,1.880501e+01,3.560691e+00,283.000000,6.369499e+01,0.531479,2.084289,6.163705
283.0,3.500000e+00,1.915836e+01,3.506017e+00,283.000000,6.334164e+01,0.544068,2.081308,6.163705
283.0,3.600000e+00,1.950634e+01,3.453428e+00,283.000000,6.299366e+01,0.556303,2.078524,6.163705
283.0,3.700000e+00,1.984916e+01,3.402809e+00,283.000000,6.265084e+01,0.568202,2.075921,6.163705
283.0,3.800000e+00,2.018701e+01,3.354054e+00,283.000000,6.231299e+01,0.579784,2.073486,6.163705
283.0,3.900000e+00,2.052008e+01,3.307064e+00,283.000000,6.197992e+01,0.591065,2.071204,6.163705
283.0,4.000000e+00,2.084853e+01,3.261750e+00,283.000000,6.165147e+01,0.602060,2.069065,6.163705
283.0,4.100000e+00,2.117253e+01,3.218026e+00,283.000000,6.132747e+01,0.612784,2.067057,6.163705
283.0,4.200000e+00,2.149223e+01,3.175812e+00,283.000000,6.100777e+01,0.623249,2.065170,6.163705
283.0,4.300000e+00,2.180778e+01,3.135036e+00,283.000000,6.069222e+01,0.633468,2.063395,6.163705
283.0,4.400000e+00,2.211932e+01,3.095628e+00,283.000000,6.038068e+01,0.643453,2.061725,6.163705
283.0,4.500000e+00,2.242699e+01,3.057522e+00,283.000000,6.007301e+01,0.653213,2.060151,6.163705
283.0,4.600000e+00,2.273090e+01,3.020658e+00,283.000000,5.976910e+01,0.662758,2.058666,6.163705
283.0,4.700000e+00,2.303119e+01,2.984979e+00,283.000000,5.946881e+01,0.672098,2.057265,6.163705
283.0,4.800000e+00,2.332797e+01,2.950431e+00,283.000000,5.917203e+01,0.681241,2.055940,6.163705
283.0,4.900000e+00,2.362135e+01,2.916963e+00,283.000000,5.887865e+01,0.690196,2.054687,6.163705
283.0,5.000000e+00,2.391143e+01,2.884527e+00,283.000000,5.858857e+01,0.698970,2.053501,6.163705
283.0,5.100000e+00,2.419832e+01,2.853078e+00,283.000000,5.830168e+01,0.707570,2.052377,6.163705
283.0,5.200000e+00,2.448211e+01,2.822573e+00,283.000000,5.801789e+01,0.716003,2.051311,6.163705
283.0,5.300000e+00,2.476290e+01,2.792971e+00,283.000000,5.773710e+01,0.724276,2.050298,6.163705
283.0,5.400000e+00,2.504076e+01,2.764235e+00,283.000000,5.745924e+01,0.732394,2.049336,6.163705
283.0,5.500000e+00,2.531580e+01,2.736327e+00,283.000000,5.718420e+01,0.740363,2.048420,6.163705
283.0,5.600000e+00,2.558808e+01,2.709214e+00,283.000000,5.691192e+01,0.748188,2.047547,6.163705
283.0,5.700000e+00,2.585769e+01,2.682863e+00,283.000000,5.664231e+01,0.755875,2.046715,6.163705
283.0,5.800000e+00,2.612471e+01,2.657242e+00,283.000000,5.637529e+01,0.763428,2.045922,6.163705
283.0,5.900000e+00,2.638919e+01,2.632323e+00,283.000000,5.611081e+01,0.770852,2.045163,6.163705
283.0,6.000000e+00,2.665122e+01,2.608076e+00,283.000000,5.584878e+01,0.778151,2.044438,6.163705
283.0,6.100000e+00,2.691085e+01,2.584475e+00,283.000000,5.558915e+01,0.785330,2.043743,6.163705
283.0,6.200000e+00,2.716816e+01,2.561496e+00,283.000000,5.533184e+01,0.792392,2.043078,6.163705
283.0,6.300000e+00,2.742319e+01,2.539113e+00,283.000000,5.507681e+01,0.799341,2.042439,6.163705
283.0,6.400000e+00,2.767602e+01,2.517324e+00,283.000000,5.482398e+01,0.806180,2.042007,6.163705
283.0,6.500000e+00,2.792671e+01,2.496356e+00,283.000000,5.457329e+01,0.812913,2.042288,6.163705
283.0,6.600000e+00,2.817535e+01,2.476533e+00,283.000000,5.432465e+01,0.819544,2.043253,6.163705
283.0,6.700000e+00,2.842208e+01,2.458135e+00,283.000000,5.407792e+01,0.826075,2.044840,6.163705
283.0,6.800000e+00,2.866705e+01,2.441395e+00,283.000000,5.383295e+01,0.832509,2.046988,6.163705
283.0,6.900000e+00,2.891044e+01,2.426508e+00,283.000000,5.358956e+01,0.838849,2.049639,6.163705
283.0,7.000000e+00,2.915243e+01,2.413631e+00,283.000000,5.334757e+01,0.845098,2.052741,6.163705
283.0,7.100000e+00,2.939325e+01,2.402889e+00,283.000000,5.310675e+01,0.851258,2.056240,6.163705
283.0,7.200000e+00,2.963309e+01,2.394377e+00,283.000000,5.286691e+01,0.857332,2.060088,6.163705
283.0,7.300000e+00,2.987220e+01,2.388166e+00,283.000000,5.262780e+01,0.863323,2.064242,6.163705
283.0,7.400000e+00,3.011081e+01,2.384299e+00,283.000000,5.238919e+01,0.869232,2.068659,6.163705
283.0,7.500000e+00,3.034915e+01,2.382802e+00,283.000000,5.215085e+01,0.875061,2.073300,6.163705
283.0,7.600000e+00,3.058745e+01,2.383681e+00,283.000000,5.191255e+01,0.880814,2.078129,6.163705
283.0,7.700000e+00,3.082596e+01,2.386925e+00,283.000000,5.167404e+01,0.886491,2.083115,6.163705
283.0,7.800000e+00,3.106491e+01,2.392508e+00,283.000000,5.143509e+01,0.892095,2.088225,6.163705
283.0,7.900000e+00,3.130453e+01,2.400394e+00,283.000000,5.119547e+01,0.897627,2.093433,6.163705
283.0,8.000000e+00,3.154505e+01,2.410533e+00,283.000000,5.095495e+01,0.903090,2.098715,6.163705
283.0,8.100000e+00,3.178670e+01,2.422866e+00,283.000000,5.071330e+01,0.908485,2.104047,6.163705
283.0,8.200000e+00,3.202968e+01,2.437329e+00,283.000000,5.047032e+01,0.913814,2.109410,6.163705
283.0,8.300000e+00,3.227422e+01,2.453848e+00,283.000000,5.022578e+01,0.919078,2.114786,6.163705
283.0,8.400000e+00,3.252050e+01,2.472344e+00,283.000000,4.997950e+01,0.924279,2.120159,6.163705
283.0,8.500000e+00,3.276873e+01,2.492736e+00,283.000000,4.973127e+01,0.929419,2.125516,6.163705
283.0,8.600000e+00,3.301909e+01,2.514936e+00,283.000000,4.948091e+01,0.934498,2.130847,6.163705
283.0,8.700000e+00,3.327175e+01,2.538858e+00,283.000000,4.922825e+01,0.939519,2.136140,6.163705
283.0,8.800000e+00,3.352689e+01,2.564412e+00,283.000000,4.897311e+01,0.944483,2.141389,6.163705
283.0,8.900000e+00,3.378466e+01,2.591508e+00,283.000000,4.871534e+01,0.949390,2.146588,6.163705
283.0,9.000000e+00,3.404521e+01,2.620057e+00,283.000000,4.845479e+01,0.954243,2.151733,6.163705
283.0,9.100000e+00,3.430869e+01,2.649971e+00,283.000000,4.819131e+01,0.959041,2.156821,6.163705
283.0,9.200000e+00,3.457522e+01,2.681163e+00,283.000000,4.792478e+01,0.963788,2.161850,6.163705
283.0,9.300000e+00,3.484493e+01,2.713548e+00,283.000000,4.765507e+01,0.968483,2.166822,6.163705
283.0,9.400000e+00,3.511793e+01,2.747046e+00,283.000000,4.738207e+01,0.973128,2.171737,6.163705
283.0,9.500000e+00,3.539434e+01,2.781578e+00,283.000000,4.710566e+01,0.977724,2.176599,6.163705
283.0,9.600000e+00,3.567425e+01,2.817070e+00,283.000000,4.682575e+01,0.982271,2.181410,6.163705
283.0,9.700000e+00,3.595775e+01,2.853451e+00,283.000000,4.654225e+01,0.986772,2.186177,6.163705
283.0,9.800000e+00,3.624493e+01,2.890655e+00,283.000000,4.625507e+01,0.991226,2.190904,6.163705
283.0,9.900000e+00,3.653586e+01,2.928620e+00,283.000000,4.596414e+01,0.995635,2.195598,6.163705
283.0,1.000000e+01,3.683063e+01,2.967289e+00,283.000000,4.566937e+01,1.000000,2.200266,6.163705
283.0,1.010000e+01,3.712930e+01,3.006609e+00,283.000000,4.537070e+01,1.004321,2.204916,6.163705
283.0,1.020000e+01,3.743194e+01,3.046533e+00,283.000000,4.506806e+01,1.008600,2.209557,6.163705
283.0,1.030000e+01,3.773859e+01,3.087017e+00,283.000000,4.476141e+01,1.012837,2.214197,6.163705
283.0,1.040000e+01,3.804932e+01,3.128024e+00,283.000000,4.445068e+01,1.017033,2.218845,6.163705
283.0,1.050000e+01,3.836417e+01,3.169521e+00,283.000000,4.413583e+01,1.021189,2.223512,6.163705
283.0,1.060000e+01,3.868320e+01,3.211478e+00,283.000000,4.381680e+01,1.025306,2.228207,6.163705
283.0,1.070000e+01,3.900644e+01,3.253871e+00,283.000000,4.349356e+01,1.029384,2.232940,6.163705
283.0,1.080000e+01,3.933394e+01,3.296680e+00,283.000000,4.316606e+01,1.033424,2.237721,6.163705
283.0,1.090000e+01,3.966574e+01,3.339889e+00,283.000000,4.283426e+01,1.037426,2.242560,6.163705
283.0,1.100000e+01,4.000189e+01,3.383487e+00,283.000000,4.249811e+01,1.041393,2.247469,6.163705
283.0,1.110000e+01,4.034241e+01,3.427465e+00,283.000000,4.215759e+01,1.045323,2.252457,6.163705
283.0,1.120000e+01,4.068735e+01,3.471820e+00,283.000000,4.181265e+01,1.049218,2.257535,6.163705
283.0,1.130000e+01,4.103674e+01,3.516550e+00,283.000000,4.146326e+01,1.053078,2.262714,6.163705
283.0,1.140000e+01,4.139063e+01,3.561657e+00,283.000000,4.110937e+01,1.056905,2.268003,6.163705
283.0,1.150000e+01,4.174904e+01,3.607148e+00,283.000000,4.075096e+01,1.060698,2.273413,6.163705
283.0,1.160000e+01,4.211202e+01,3.653029e+00,283.000000,4.038798e+01,1.064458,2.278954,6.163705
283.0,1.170000e+01,4.247961e+01,3.699311e+00,283.000000,4.002039e+01,1.068186,2.284637,6.163705
283.0,1.180000e+01,4.285185e+01,3.746008e+00,283.000000,3.964815e+01,1.071882,2.290471,6.163705
283.0,1.190000e+01,4.322878e+01,3.793135e+00,283.000000,3.927122e+01,1.075547,2.296468,6.163705
283.0,1.200000e+01,4.361045e+01,3.840709e+00,283.000000,3.888955e+01,1.079181,2.302636,6.163705
283.0,1.210000e+01,4.399689e+01,3.888748e+00,283.000000,3.850311e+01,1.082785,2.308987,6.163705
283.0,1.220000e+01,4.438817e+01,3.937275e+00,283.000000,3.811183e+01,1.086360,2.315530,6.163705
283.0,1.230000e+01,4.478432e+01,3.986310e+00,283.000000,3.771568e+01,1.089905,2.322276,6.163705
283.0,1.240000e+01,4.518540e+01,4.035879e+00,283.000000,3.731460e+01,1.093422,2.329235,6.163705
283.0,1.250000e+01,4.559146e+01,4.086007e+00,283.000000,3.690854e+01,1.096910,2.336417,6.163705
283.0,1.260000e+01,4.600257e+01,4.136719e+00,283.000000,3.649743e+01,1.100371,2.343832,6.163705
283.0,1.270000e+01,4.641877e+01,4.188043e+00,283.000000,3.608123e+01,1.103804,2.351493,6.163705
283.0,1.280000e+01,4.684014e+01,4.240009e+00,283.000000,3.565986e+01,1.107210,2.359409,6.163705
283.0,1.290000e+01,4.726675e+01,4.292645e+00,283.000000,3.523325e+01,1.110590,2.367592,6.163705
283.0,1.300000e+01,4.769864e+01,4.345982e+00,283.000000,3.480136e+01,1.113943,2.376053,6.163705
283.0,1.310000e+01,4.813591e+01,4.400053e+00,283.000000,3.436409e+01,1.117271,2.384805,6.163705
283.0,1.320000e+01,4.857863e+01,4.454889e+00,283.000000,3.392137e+01,1.120574,2.393859,6.163705
283.0,1.330000e+01,4.902686e+01,4.510524e+00,283.000000,3.347314e+01,1.123852,2.403230,6.163705
283.0,1.340000e+01,4.948070e+01,4.566993e+00,283.000000,3.301930e+01,1.127105,2.412929,6.163705
283.0,1.350000e+01,4.994023e+01,4.624330e+00,283.000000,3.255977e+01,1.130334,2.422971,6.163705
283.0,1.360000e+01,5.040554e+01,4.682573e+00,283.000000,3.209446e+01,1.133539,2.433371,6.163705
283.0,1.370000e+01,5.087672e+01,4.741758e+00,283.000000,3.162328e+01,1.136721,2.444145,6.163705
283.0,1.380000e+01,5.135387e+01,4.801925e+00,283.000000,3.114613e+01,1.139879,2.455309,6.163705
283.0,1.390000e+01,5.183708e+01,4.863114e+00,283.000000,3.066292e+01,1.143015,2.466880,6.163705
283.0,1.400000e+01,5.232646e+01,4.925364e+00,283.000000,3.017354e+01,1.146128,2.478878,6.163705
283.0,1.410000e+01,5.282212e+01,4.988720e+00,283.000000,2.967788e+01,1.149219,2.491321,6.163705
283.0,1.420000e+01,5.332418e+01,5.053225e+00,283.000000,2.917582e+01,1.152288,2.504231,6.163705
283.0,1.430000e+01,5.383274e+01,5.118925e+00,283.000000,2.866726e+01,1.155336,2.517631,6.163705
283.0,1.440000e+01,5.434794e+01,5.185869e+00,283.000000,2.815206e+01,1.158362,2.531545,6.163705
283.0,1.450000e+01,5.486989e+01,5.254106e+00,283.000000,2.763011e+01,1.161368,2.545998,6.163705
283.0,1.460000e+01,5.539874e+01,5.323688e+00,283.000000,2.710126e+01,1.164353,2.561020,6.163705
